manga_id,demographic_id
36413,760597dc-608b-4748-a57c-68a4a9b4f024
3008,32aca857-3a28-499d-a172-f3f1aa70b534
135496,32aca857-3a28-499d-a172-f3f1aa70b534
61189,32aca857-3a28-499d-a172-f3f1aa70b534
14236,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1061,32aca857-3a28-499d-a172-f3f1aa70b534
10552,760597dc-608b-4748-a57c-68a4a9b4f024
30079,760597dc-608b-4748-a57c-68a4a9b4f024
99007,32aca857-3a28-499d-a172-f3f1aa70b534
27231,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
26736,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
104241,32aca857-3a28-499d-a172-f3f1aa70b534
838,32aca857-3a28-499d-a172-f3f1aa70b534
11054,760597dc-608b-4748-a57c-68a4a9b4f024
24294,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
93753,32aca857-3a28-499d-a172-f3f1aa70b534
30315,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
13245,7ad51a69-f25b-408d-aca5-6fcc6c865981
320,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
45143,32aca857-3a28-499d-a172-f3f1aa70b534
1630,32aca857-3a28-499d-a172-f3f1aa70b534
10010,32aca857-3a28-499d-a172-f3f1aa70b534
29,7ad51a69-f25b-408d-aca5-6fcc6c865981
91514,32aca857-3a28-499d-a172-f3f1aa70b534
47,32aca857-3a28-499d-a172-f3f1aa70b534
6520,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
53,32aca857-3a28-499d-a172-f3f1aa70b534
75989,32aca857-3a28-499d-a172-f3f1aa70b534
564,760597dc-608b-4748-a57c-68a4a9b4f024
112589,32aca857-3a28-499d-a172-f3f1aa70b534
3299,760597dc-608b-4748-a57c-68a4a9b4f024
1859,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
11,32aca857-3a28-499d-a172-f3f1aa70b534
11327,760597dc-608b-4748-a57c-68a4a9b4f024
70259,760597dc-608b-4748-a57c-68a4a9b4f024
93972,32aca857-3a28-499d-a172-f3f1aa70b534
58027,32aca857-3a28-499d-a172-f3f1aa70b534
4571,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
908,32aca857-3a28-499d-a172-f3f1aa70b534
85781,760597dc-608b-4748-a57c-68a4a9b4f024
57,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
110485,760597dc-608b-4748-a57c-68a4a9b4f024
13702,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
443,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
102256,760597dc-608b-4748-a57c-68a4a9b4f024
92,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
107562,760597dc-608b-4748-a57c-68a4a9b4f024
25096,32aca857-3a28-499d-a172-f3f1aa70b534
872,32aca857-3a28-499d-a172-f3f1aa70b534
115710,32aca857-3a28-499d-a172-f3f1aa70b534
24308,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
58007,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
88639,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
17051,32aca857-3a28-499d-a172-f3f1aa70b534
28393,7ad51a69-f25b-408d-aca5-6fcc6c865981
11652,32aca857-3a28-499d-a172-f3f1aa70b534
481,760597dc-608b-4748-a57c-68a4a9b4f024
869,32aca857-3a28-499d-a172-f3f1aa70b534
81,32aca857-3a28-499d-a172-f3f1aa70b534
735,760597dc-608b-4748-a57c-68a4a9b4f024
3403,32aca857-3a28-499d-a172-f3f1aa70b534
15805,32aca857-3a28-499d-a172-f3f1aa70b534
121480,32aca857-3a28-499d-a172-f3f1aa70b534
113010,32aca857-3a28-499d-a172-f3f1aa70b534
87844,760597dc-608b-4748-a57c-68a4a9b4f024
463,32aca857-3a28-499d-a172-f3f1aa70b534
1414,32aca857-3a28-499d-a172-f3f1aa70b534
988,32aca857-3a28-499d-a172-f3f1aa70b534
48347,32aca857-3a28-499d-a172-f3f1aa70b534
8144,32aca857-3a28-499d-a172-f3f1aa70b534
58141,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
112115,32aca857-3a28-499d-a172-f3f1aa70b534
35003,32aca857-3a28-499d-a172-f3f1aa70b534
1802,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1101,32aca857-3a28-499d-a172-f3f1aa70b534
591,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
121213,760597dc-608b-4748-a57c-68a4a9b4f024
3082,32aca857-3a28-499d-a172-f3f1aa70b534
6164,760597dc-608b-4748-a57c-68a4a9b4f024
20,32aca857-3a28-499d-a172-f3f1aa70b534
78537,32aca857-3a28-499d-a172-f3f1aa70b534
731,760597dc-608b-4748-a57c-68a4a9b4f024
17904,7ad51a69-f25b-408d-aca5-6fcc6c865981
928,2ba2c138-f117-4005-a1ff-c37571e6aa90
92299,760597dc-608b-4748-a57c-68a4a9b4f024
112268,760597dc-608b-4748-a57c-68a4a9b4f024
58563,760597dc-608b-4748-a57c-68a4a9b4f024
40761,760597dc-608b-4748-a57c-68a4a9b4f024
3102,760597dc-608b-4748-a57c-68a4a9b4f024
348,760597dc-608b-4748-a57c-68a4a9b4f024
14483,760597dc-608b-4748-a57c-68a4a9b4f024
419,7ad51a69-f25b-408d-aca5-6fcc6c865981
70801,760597dc-608b-4748-a57c-68a4a9b4f024
110031,32aca857-3a28-499d-a172-f3f1aa70b534
736,760597dc-608b-4748-a57c-68a4a9b4f024
26769,760597dc-608b-4748-a57c-68a4a9b4f024
18,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
17,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1183,32aca857-3a28-499d-a172-f3f1aa70b534
37755,32aca857-3a28-499d-a172-f3f1aa70b534
104271,760597dc-608b-4748-a57c-68a4a9b4f024
7482,760597dc-608b-4748-a57c-68a4a9b4f024
3986,32aca857-3a28-499d-a172-f3f1aa70b534
102165,32aca857-3a28-499d-a172-f3f1aa70b534
117840,760597dc-608b-4748-a57c-68a4a9b4f024
100323,32aca857-3a28-499d-a172-f3f1aa70b534
49865,760597dc-608b-4748-a57c-68a4a9b4f024
17465,760597dc-608b-4748-a57c-68a4a9b4f024
115730,760597dc-608b-4748-a57c-68a4a9b4f024
103942,32aca857-3a28-499d-a172-f3f1aa70b534
1149,32aca857-3a28-499d-a172-f3f1aa70b534
96044,32aca857-3a28-499d-a172-f3f1aa70b534
1474,32aca857-3a28-499d-a172-f3f1aa70b534
103851,32aca857-3a28-499d-a172-f3f1aa70b534
24903,760597dc-608b-4748-a57c-68a4a9b4f024
45757,32aca857-3a28-499d-a172-f3f1aa70b534
128,7ad51a69-f25b-408d-aca5-6fcc6c865981
131334,32aca857-3a28-499d-a172-f3f1aa70b534
79,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3438,32aca857-3a28-499d-a172-f3f1aa70b534
704,760597dc-608b-4748-a57c-68a4a9b4f024
7378,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
104565,32aca857-3a28-499d-a172-f3f1aa70b534
121504,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3633,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
14531,32aca857-3a28-499d-a172-f3f1aa70b534
8,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
338,32aca857-3a28-499d-a172-f3f1aa70b534
23,32aca857-3a28-499d-a172-f3f1aa70b534
633,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
44307,7ad51a69-f25b-408d-aca5-6fcc6c865981
48025,32aca857-3a28-499d-a172-f3f1aa70b534
904,760597dc-608b-4748-a57c-68a4a9b4f024
115746,760597dc-608b-4748-a57c-68a4a9b4f024
33297,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
7749,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
10884,32aca857-3a28-499d-a172-f3f1aa70b534
8848,760597dc-608b-4748-a57c-68a4a9b4f024
92559,32aca857-3a28-499d-a172-f3f1aa70b534
62547,32aca857-3a28-499d-a172-f3f1aa70b534
89562,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
729,760597dc-608b-4748-a57c-68a4a9b4f024
15,32aca857-3a28-499d-a172-f3f1aa70b534
1032,2ba2c138-f117-4005-a1ff-c37571e6aa90
1032,32aca857-3a28-499d-a172-f3f1aa70b534
585,760597dc-608b-4748-a57c-68a4a9b4f024
21419,760597dc-608b-4748-a57c-68a4a9b4f024
98270,32aca857-3a28-499d-a172-f3f1aa70b534
106809,760597dc-608b-4748-a57c-68a4a9b4f024
13492,32aca857-3a28-499d-a172-f3f1aa70b534
375,760597dc-608b-4748-a57c-68a4a9b4f024
1031,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
139629,760597dc-608b-4748-a57c-68a4a9b4f024
118289,760597dc-608b-4748-a57c-68a4a9b4f024
1461,760597dc-608b-4748-a57c-68a4a9b4f024
5664,32aca857-3a28-499d-a172-f3f1aa70b534
112807,32aca857-3a28-499d-a172-f3f1aa70b534
36933,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
8300,32aca857-3a28-499d-a172-f3f1aa70b534
67645,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3575,760597dc-608b-4748-a57c-68a4a9b4f024
86337,32aca857-3a28-499d-a172-f3f1aa70b534
93699,760597dc-608b-4748-a57c-68a4a9b4f024
16081,32aca857-3a28-499d-a172-f3f1aa70b534
11896,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
21498,32aca857-3a28-499d-a172-f3f1aa70b534
670,760597dc-608b-4748-a57c-68a4a9b4f024
3715,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
16922,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1047,32aca857-3a28-499d-a172-f3f1aa70b534
25250,760597dc-608b-4748-a57c-68a4a9b4f024
50217,760597dc-608b-4748-a57c-68a4a9b4f024
34053,32aca857-3a28-499d-a172-f3f1aa70b534
57015,32aca857-3a28-499d-a172-f3f1aa70b534
8483,32aca857-3a28-499d-a172-f3f1aa70b534
122448,760597dc-608b-4748-a57c-68a4a9b4f024
762,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
5744,760597dc-608b-4748-a57c-68a4a9b4f024
5651,32aca857-3a28-499d-a172-f3f1aa70b534
105,32aca857-3a28-499d-a172-f3f1aa70b534
1258,32aca857-3a28-499d-a172-f3f1aa70b534
12,32aca857-3a28-499d-a172-f3f1aa70b534
665,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
117332,32aca857-3a28-499d-a172-f3f1aa70b534
160,32aca857-3a28-499d-a172-f3f1aa70b534
3872,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1023,760597dc-608b-4748-a57c-68a4a9b4f024
616,32aca857-3a28-499d-a172-f3f1aa70b534
142,760597dc-608b-4748-a57c-68a4a9b4f024
974,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
69903,32aca857-3a28-499d-a172-f3f1aa70b534
4658,32aca857-3a28-499d-a172-f3f1aa70b534
6812,32aca857-3a28-499d-a172-f3f1aa70b534
25132,32aca857-3a28-499d-a172-f3f1aa70b534
770,760597dc-608b-4748-a57c-68a4a9b4f024
39291,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1271,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
21467,760597dc-608b-4748-a57c-68a4a9b4f024
17152,32aca857-3a28-499d-a172-f3f1aa70b534
3282,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
23419,760597dc-608b-4748-a57c-68a4a9b4f024
1110,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
676,32aca857-3a28-499d-a172-f3f1aa70b534
661,32aca857-3a28-499d-a172-f3f1aa70b534
44319,760597dc-608b-4748-a57c-68a4a9b4f024
648,760597dc-608b-4748-a57c-68a4a9b4f024
445,32aca857-3a28-499d-a172-f3f1aa70b534
17517,760597dc-608b-4748-a57c-68a4a9b4f024
1600,32aca857-3a28-499d-a172-f3f1aa70b534
27,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
430,32aca857-3a28-499d-a172-f3f1aa70b534
135545,32aca857-3a28-499d-a172-f3f1aa70b534
933,760597dc-608b-4748-a57c-68a4a9b4f024
22044,760597dc-608b-4748-a57c-68a4a9b4f024
3868,760597dc-608b-4748-a57c-68a4a9b4f024
4207,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
422,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1009,7ad51a69-f25b-408d-aca5-6fcc6c865981
13290,760597dc-608b-4748-a57c-68a4a9b4f024
21499,32aca857-3a28-499d-a172-f3f1aa70b534
1349,7ad51a69-f25b-408d-aca5-6fcc6c865981
923,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
105430,32aca857-3a28-499d-a172-f3f1aa70b534
103989,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
20242,32aca857-3a28-499d-a172-f3f1aa70b534
14,32aca857-3a28-499d-a172-f3f1aa70b534
60511,32aca857-3a28-499d-a172-f3f1aa70b534
22986,760597dc-608b-4748-a57c-68a4a9b4f024
3572,760597dc-608b-4748-a57c-68a4a9b4f024
11767,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
635,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
23900,32aca857-3a28-499d-a172-f3f1aa70b534
1262,32aca857-3a28-499d-a172-f3f1aa70b534
22519,32aca857-3a28-499d-a172-f3f1aa70b534
1978,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
8456,32aca857-3a28-499d-a172-f3f1aa70b534
1250,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
411,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
877,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
67615,760597dc-608b-4748-a57c-68a4a9b4f024
373,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
10270,7ad51a69-f25b-408d-aca5-6fcc6c865981
54897,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
674,32aca857-3a28-499d-a172-f3f1aa70b534
62887,760597dc-608b-4748-a57c-68a4a9b4f024
16,32aca857-3a28-499d-a172-f3f1aa70b534
107,760597dc-608b-4748-a57c-68a4a9b4f024
14721,760597dc-608b-4748-a57c-68a4a9b4f024
39625,7ad51a69-f25b-408d-aca5-6fcc6c865981
55,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
895,32aca857-3a28-499d-a172-f3f1aa70b534
26178,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
915,32aca857-3a28-499d-a172-f3f1aa70b534
63535,760597dc-608b-4748-a57c-68a4a9b4f024
74,32aca857-3a28-499d-a172-f3f1aa70b534
44501,760597dc-608b-4748-a57c-68a4a9b4f024
2924,760597dc-608b-4748-a57c-68a4a9b4f024
9982,760597dc-608b-4748-a57c-68a4a9b4f024
50,32aca857-3a28-499d-a172-f3f1aa70b534
1013,32aca857-3a28-499d-a172-f3f1aa70b534
98578,32aca857-3a28-499d-a172-f3f1aa70b534
1092,7ad51a69-f25b-408d-aca5-6fcc6c865981
158,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
912,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
109608,760597dc-608b-4748-a57c-68a4a9b4f024
3258,760597dc-608b-4748-a57c-68a4a9b4f024
696,32aca857-3a28-499d-a172-f3f1aa70b534
448,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
13949,32aca857-3a28-499d-a172-f3f1aa70b534
392,7ad51a69-f25b-408d-aca5-6fcc6c865981
35733,32aca857-3a28-499d-a172-f3f1aa70b534
40,32aca857-3a28-499d-a172-f3f1aa70b534
43661,32aca857-3a28-499d-a172-f3f1aa70b534
35171,760597dc-608b-4748-a57c-68a4a9b4f024
133,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
4584,760597dc-608b-4748-a57c-68a4a9b4f024
1456,760597dc-608b-4748-a57c-68a4a9b4f024
44711,760597dc-608b-4748-a57c-68a4a9b4f024
116808,32aca857-3a28-499d-a172-f3f1aa70b534
28226,760597dc-608b-4748-a57c-68a4a9b4f024
123006,32aca857-3a28-499d-a172-f3f1aa70b534
37,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
17207,32aca857-3a28-499d-a172-f3f1aa70b534
89467,32aca857-3a28-499d-a172-f3f1aa70b534
1260,32aca857-3a28-499d-a172-f3f1aa70b534
35035,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
124,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
87813,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
12888,7ad51a69-f25b-408d-aca5-6fcc6c865981
83807,32aca857-3a28-499d-a172-f3f1aa70b534
14633,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
15578,32aca857-3a28-499d-a172-f3f1aa70b534
48151,32aca857-3a28-499d-a172-f3f1aa70b534
5157,32aca857-3a28-499d-a172-f3f1aa70b534
2895,760597dc-608b-4748-a57c-68a4a9b4f024
688,760597dc-608b-4748-a57c-68a4a9b4f024
3537,32aca857-3a28-499d-a172-f3f1aa70b534
41865,32aca857-3a28-499d-a172-f3f1aa70b534
127907,32aca857-3a28-499d-a172-f3f1aa70b534
31499,32aca857-3a28-499d-a172-f3f1aa70b534
98720,760597dc-608b-4748-a57c-68a4a9b4f024
1162,760597dc-608b-4748-a57c-68a4a9b4f024
660,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
929,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
45,32aca857-3a28-499d-a172-f3f1aa70b534
91037,32aca857-3a28-499d-a172-f3f1aa70b534
1075,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1325,32aca857-3a28-499d-a172-f3f1aa70b534
48397,760597dc-608b-4748-a57c-68a4a9b4f024
123681,760597dc-608b-4748-a57c-68a4a9b4f024
5806,760597dc-608b-4748-a57c-68a4a9b4f024
1721,32aca857-3a28-499d-a172-f3f1aa70b534
366,760597dc-608b-4748-a57c-68a4a9b4f024
1926,760597dc-608b-4748-a57c-68a4a9b4f024
41847,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
8070,32aca857-3a28-499d-a172-f3f1aa70b534
1014,32aca857-3a28-499d-a172-f3f1aa70b534
14110,32aca857-3a28-499d-a172-f3f1aa70b534
80385,32aca857-3a28-499d-a172-f3f1aa70b534
42545,32aca857-3a28-499d-a172-f3f1aa70b534
94919,760597dc-608b-4748-a57c-68a4a9b4f024
122906,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
407,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
90531,32aca857-3a28-499d-a172-f3f1aa70b534
24821,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
710,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3076,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1735,760597dc-608b-4748-a57c-68a4a9b4f024
13801,760597dc-608b-4748-a57c-68a4a9b4f024
1376,760597dc-608b-4748-a57c-68a4a9b4f024
26021,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
47363,32aca857-3a28-499d-a172-f3f1aa70b534
73603,32aca857-3a28-499d-a172-f3f1aa70b534
106609,760597dc-608b-4748-a57c-68a4a9b4f024
582,760597dc-608b-4748-a57c-68a4a9b4f024
115848,760597dc-608b-4748-a57c-68a4a9b4f024
3574,760597dc-608b-4748-a57c-68a4a9b4f024
80719,760597dc-608b-4748-a57c-68a4a9b4f024
387,32aca857-3a28-499d-a172-f3f1aa70b534
21151,760597dc-608b-4748-a57c-68a4a9b4f024
3486,32aca857-3a28-499d-a172-f3f1aa70b534
5627,32aca857-3a28-499d-a172-f3f1aa70b534
36,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
90117,32aca857-3a28-499d-a172-f3f1aa70b534
15205,32aca857-3a28-499d-a172-f3f1aa70b534
871,32aca857-3a28-499d-a172-f3f1aa70b534
572,32aca857-3a28-499d-a172-f3f1aa70b534
139152,32aca857-3a28-499d-a172-f3f1aa70b534
30779,32aca857-3a28-499d-a172-f3f1aa70b534
5994,760597dc-608b-4748-a57c-68a4a9b4f024
101,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
153158,760597dc-608b-4748-a57c-68a4a9b4f024
888,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
128594,32aca857-3a28-499d-a172-f3f1aa70b534
584,32aca857-3a28-499d-a172-f3f1aa70b534
219,32aca857-3a28-499d-a172-f3f1aa70b534
214,32aca857-3a28-499d-a172-f3f1aa70b534
7107,7ad51a69-f25b-408d-aca5-6fcc6c865981
98374,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
88600,760597dc-608b-4748-a57c-68a4a9b4f024
975,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
703,32aca857-3a28-499d-a172-f3f1aa70b534
55377,760597dc-608b-4748-a57c-68a4a9b4f024
55403,7ad51a69-f25b-408d-aca5-6fcc6c865981
3565,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3713,760597dc-608b-4748-a57c-68a4a9b4f024
14440,760597dc-608b-4748-a57c-68a4a9b4f024
5394,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
48649,760597dc-608b-4748-a57c-68a4a9b4f024
18597,32aca857-3a28-499d-a172-f3f1aa70b534
1506,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
108696,32aca857-3a28-499d-a172-f3f1aa70b534
