manga_id,author_id,role
709,2560,Art
25426,12354,Story & Art
89824,18637,Art
56155,24171,Story
56155,24175,Art
101290,42031,Story & Art
128131,3267,Story & Art
36535,16925,Story & Art
79169,31719,Art
79169,34187,Story
63919,25307,Story
63919,28041,Art
63919,28043,Art
67329,12355,Art
67329,23349,Art
67329,29291,Story
86397,36935,Story & Art
5252,3625,Story & Art
1170,2244,Story & Art
1923,2460,Story
1923,3228,Art
147511,58244,Art
147511,58366,Story
7402,4085,Story & Art
136568,50524,Story & Art
16555,10501,Art
16555,11829,Story
700,2382,Story & Art
237,2005,Art
237,2236,Story & Art
17149,1886,Story
17149,2367,Story
17149,2368,Art
1775,2795,Story & Art
96917,15043,Story & Art
44447,3160,Story
44447,18221,Art
16949,2869,Story & Art
69995,30635,Story & Art
70179,2059,Art
70179,6978,Story
4594,3250,Story
6616,4628,Story & Art
12713,2780,Story & Art
37959,4026,Story & Art
16814,5857,Story & Art
66645,29481,Story & Art
87201,4612,Story & Art
139145,50010,Story & Art
4421,4007,Story & Art
52219,15519,Story & Art
28537,13287,Story
28537,13289,Art
119965,26933,Story & Art
128854,49508,Story & Art
132671,2410,Story & Art
69399,3690,Story
69399,10132,Art
93819,9715,Art
93819,11437,Story
4286,3211,Story
4286,11350,Art
54343,10488,Story & Art
1788,3187,Art
1788,10000,Story
115696,7650,Art
115696,41729,Story
96048,10488,Story & Art
115220,47253,Story & Art
22150,2970,Story & Art
3388,2366,Story & Art
89766,35917,Story & Art
93096,39139,Story & Art
57441,2283,Story & Art
1604,2565,Story & Art
1604,2885,Story
937,2622,Story
937,26985,Art
131979,50010,Story & Art
63725,3217,Art
63725,27957,Story
20602,13175,Story & Art
18096,9285,Art
67497,18627,Story & Art
48257,21103,Story & Art
3775,3188,Story & Art
95333,2045,Story & Art
95333,17401,Story & Art
95333,17927,Story & Art
95333,18929,Story & Art
95333,19781,Story & Art
95333,21073,Story & Art
95333,23071,Story & Art
95333,25227,Story & Art
95333,25535,Story & Art
95333,25537,Story & Art
95333,25943,Story & Art
95333,30987,Story & Art
95333,36994,Story & Art
95333,38087,Story & Art
95333,38257,Story & Art
95333,39074,Story & Art
95333,39340,Story & Art
95333,39921,Story & Art
95333,52023,Story & Art
3484,3680,Story & Art
11584,7660,Story & Art
27713,8880,Story & Art
12292,2363,Art
12292,5092,Story
10297,6262,Story & Art
104863,44392,Story & Art
316,2302,Story & Art
2386,2212,Story & Art
151060,60818,Story
151060,60819,Art
50601,1908,Story & Art
78419,4958,Story & Art
125556,51200,Story & Art
13341,2649,Story & Art
30637,11025,Story & Art
400,2375,Story
400,2376,Art
1879,2191,Story & Art
57187,25009,Story & Art
41109,18131,Story & Art
25883,11054,Story
25883,17059,Art
49381,25857,Story
49381,25859,Art
124622,50777,Story & Art
3317,2416,Art
3317,10817,Story
24275,2827,Story
24275,14279,Art
32833,20681,Story & Art
50155,5525,Story & Art
30209,11056,Story & Art
52267,1944,Story
52267,8437,Art
147528,58493,Story & Art
20553,3046,Story & Art
17931,9729,Story & Art
35255,22417,Story & Art
23728,11757,Art
23728,11758,Story
77067,3808,Story & Art
2038,2646,Story & Art
103725,43401,Story & Art
18340,12259,Story & Art
104298,33607,Story & Art
33791,11830,Story & Art
115888,39093,Art
115888,41063,Story
17330,9530,Story & Art
51563,12346,Story & Art
126151,26199,Story & Art
126151,29901,Story & Art
126151,37903,Story & Art
126151,39300,Story & Art
126151,43198,Story & Art
126151,44783,Story & Art
126151,47085,Story & Art
126151,47528,Story & Art
126151,47594,Story & Art
126151,47596,Story & Art
126151,48343,Story & Art
126151,49084,Story & Art
126151,49127,Story & Art
126151,49178,Story & Art
126151,49504,Story & Art
126151,49648,Story & Art
126151,50289,Story & Art
126151,50314,Story & Art
126151,50672,Story & Art
126151,50714,Story & Art
126151,50952,Story & Art
126151,51726,Story & Art
126151,51736,Story & Art
126151,51849,Story & Art
126151,51902,Story & Art
126151,53451,Story & Art
126151,53980,Story & Art
126151,54401,Story & Art
126151,65754,Story & Art
126151,67259,Story & Art
118166,46606,Story
118166,49496,Story & Art
124912,31209,Art
124912,37437,Story
6941,1910,Story & Art
6941,5048,Story
4645,2316,Story & Art
37189,16859,Story
37189,18819,Art
102259,2948,Story
102259,23513,Art
26263,14293,Story & Art
9248,3193,Art
9248,5242,Story
150164,60338,Story
150164,60339,Art
125340,41581,Art
125340,52226,Story
31075,2314,Story & Art
32733,11324,Story & Art
1088,2279,Story & Art
14276,2210,Story & Art
132071,1902,Story
132071,2207,Art
26203,3160,Story & Art
11998,2451,Story & Art
2383,2212,Story & Art
56367,16525,Story & Art
46006,6985,Story & Art
10112,2925,Story
10112,18487,Art
7310,3607,Story & Art
148353,41158,Story
148353,46918,Art
2127,2273,Story & Art
100145,41800,Story & Art
39395,8438,Story & Art
4455,2680,Story & Art
1809,3191,Story & Art
1993,2561,Story & Art
6416,4691,Story & Art
81283,34945,Story & Art
112226,40836,Story & Art
3113,1873,Story & Art
23816,7439,Art
23816,10558,Story
1310,2794,Story & Art
62769,24155,Story
62769,27557,Art
17963,10031,Art
17963,10032,Story
101037,42178,Story & Art
101847,41568,Story & Art
125301,18187,Story & Art
14998,2916,Art
14998,2917,Art
14998,5153,Art
14998,8425,Story
18076,11437,Story
18076,17883,Art
147494,50989,Story & Art
201,2011,Story & Art
1754,3168,Story & Art
90947,6257,Story & Art
75749,3118,Story & Art
11819,3240,Story & Art
1730,6254,Story & Art
3266,2532,Story & Art
143315,54480,Story & Art
8641,3678,Story & Art
109013,6852,Story
109013,46673,Art
78695,11000,Story & Art
5204,3161,Story & Art
132153,53399,Story
132153,53400,Art
16732,8748,Story & Art
19357,6593,Story
19357,10771,Art
19357,24339,Art
147273,58289,Story & Art
2699,3357,Story & Art
5276,2608,Story & Art
43509,7329,Art
43509,15525,Story
15241,6916,Story & Art
82411,11423,Story
82411,13437,Art
3784,2692,Story & Art
124471,50683,Story & Art
131580,50249,Story & Art
8364,3399,Story & Art
27385,11672,Story & Art
127121,51149,Story & Art
92526,26151,Story & Art
26684,4510,Story & Art
4530,2190,Story & Art
1722,6719,Story & Art
1394,2987,Story & Art
1973,2211,Story & Art
56187,10665,Story & Art
147455,20725,Art
147455,58421,Story
147455,58422,Story
8534,2999,Story & Art
8534,5586,Story & Art
111529,12702,Story & Art
17637,4444,Story & Art
14261,8049,Story & Art
102452,42808,Story & Art
3121,2640,Story & Art
8882,1877,Story & Art
93416,4222,Story & Art
2914,1974,Story & Art
2914,1991,Story & Art
2914,2091,Story & Art
2914,2362,Story & Art
2914,2580,Story & Art
2914,2709,Story & Art
2914,2922,Story & Art
2914,3084,Story & Art
2914,3249,Story & Art
2914,3254,Story & Art
2914,3315,Story & Art
2914,3445,Story & Art
2914,3540,Story & Art
2914,4347,Story & Art
2914,5581,Story & Art
2914,7056,Art
2914,7058,Art
2914,7059,Art
2914,7060,Story & Art
2914,7061,Story & Art
2914,7064,Story & Art
2914,7065,Story & Art
2914,7066,Story & Art
2914,7067,Story & Art
2914,7367,Story & Art
2914,9134,Story & Art
114393,15333,Story
114393,48165,Art
150784,60613,Story
150784,60614,Art
45707,18529,Story & Art
86683,23779,Story & Art
1042,1949,Story & Art
147870,58715,Story
147870,58716,Art
5119,2362,Story & Art
32913,6632,Story
32913,7634,Art
19098,10349,Story & Art
1542,2761,Story & Art
467,2286,Story & Art
24318,11081,Story & Art
75103,11294,Art
75103,11466,Story
116720,41741,Art
116720,49180,Story
88393,12093,Story & Art
13247,4609,Story & Art
39969,18581,Story & Art
2643,3337,Story & Art
44181,19269,Story & Art
24744,3384,Story & Art
99106,10469,Art
99106,18537,Story
10540,8927,Story & Art
15270,8512,Story & Art
51453,3595,Story
51453,5509,Art
147465,58517,Story & Art
302,2289,Story & Art
54761,1999,Story
54761,7629,Art
539,2476,Story & Art
1222,2884,Art
1222,2885,Story
7570,11693,Story & Art
104273,7448,Art
5402,1938,Story & Art
20974,7396,Story & Art
14545,17829,Story
14545,17831,Art
6979,2939,Story & Art
46200,10153,Art
46200,19948,Story
25351,4444,Story & Art
114755,18393,Story & Art
129443,47786,Story & Art
106608,7329,Art
106608,27703,Story
14882,3760,Story & Art
34133,11324,Story & Art
123437,51662,Story & Art
92364,39048,Story & Art
23285,11943,Story & Art
19095,5334,Story & Art
124401,51192,Story & Art
8104,5498,Story & Art
129562,52227,Story
129562,52228,Art
133047,35997,Story
35061,6001,Story & Art
20764,11324,Story & Art
158707,65636,Story
158707,65637,Art
127479,41850,Story & Art
116795,3906,Art
116795,5854,Story
77465,5092,Story
77465,29057,Art
8706,5771,Story & Art
5867,2924,Story & Art
37275,10281,Story & Art
51027,5334,Story & Art
960,2774,Story & Art
136791,33539,Art
136791,54305,Story
26973,3504,Story & Art
107579,40304,Story & Art
103428,8440,Story & Art
12388,2842,Story & Art
24397,10595,Story & Art
17018,2376,Story & Art
37897,18155,Story
37897,18157,Art
77849,7375,Art
77849,25491,Story
36379,3649,Story & Art
263,2218,Story & Art
22589,11320,Story & Art
6206,2625,Story & Art
16104,2662,Story
16104,5597,Art
131338,52856,Story & Art
35653,2555,Story & Art
66559,1869,Story & Art
3124,2961,Story & Art
13559,5525,Story & Art
43607,1880,Story & Art
43607,12592,Story
108240,17945,Story & Art
41027,10742,Art
41027,11466,Story
101877,27373,Art
101877,42199,Story
88427,25045,Story & Art
12575,4479,Art
12575,7240,Story
3254,2011,Story & Art
1670,2104,Story & Art
1795,3188,Story & Art
10808,3863,Story & Art
1105,6512,Story & Art
6918,2552,Story & Art
120106,19445,Story & Art
7848,5423,Story
2685,2981,Art
2685,19357,Story
16812,3680,Story & Art
16812,4241,Story & Art
16812,7660,Story & Art
16812,8642,Story & Art
16812,17023,Story & Art
107774,21083,Story & Art
22158,4443,Story & Art
18687,5368,Story & Art
118984,49519,Story & Art
11660,5194,Story
11660,7090,Art
49051,5377,Art
49051,11196,Story
49051,37798,Story
123712,50200,Story & Art
68545,3240,Story & Art
138148,49937,Story
18321,8494,Story & Art
3210,3119,Story
3210,3120,Art
684,2190,Story & Art
579,2513,Story & Art
90467,20186,Art
90467,38325,Story
2447,2005,Story & Art
5147,1892,Story & Art
3595,1896,Story & Art
244,2239,Story & Art
132378,53238,Art
132378,53239,Story
733,2155,Story & Art
44255,19319,Story & Art
83637,18529,Story & Art
39237,17555,Art
39237,17581,Story
4833,4372,Story & Art
86709,36983,Story & Art
388,2363,Art
388,2364,Story
24864,12056,Story & Art
114373,37331,Story & Art
18752,3052,Story & Art
3654,2548,Story & Art
144322,47687,Story & Art
67531,11085,Art
67531,12510,Story
67531,29361,Story
114551,48678,Story
114551,48679,Art
62951,4960,Story
62951,8295,Art
62951,19313,Story
152612,59907,Story
152612,61476,Art
122203,8627,Art
122203,18379,Art
122203,44347,Art
122203,50555,Art
122203,51616,Art
122203,51777,Story
122203,53907,Story & Art
122203,55731,Story
122203,56469,Story
122203,61390,Story & Art
530,2480,Story & Art
114517,5554,Art
114517,47977,Story
27069,2553,Story & Art
147664,58536,Story
147664,58537,Art
15571,3380,Art
15571,8641,Story
5647,2390,Story & Art
4251,2630,Story & Art
69423,2969,Story & Art
93065,39125,Story & Art
1348,2954,Story
1348,2955,Art
1113,1878,Story & Art
157874,2139,Story
157874,49842,Art
32753,18529,Story & Art
119375,18767,Story
119375,41696,Art
12123,3483,Story & Art
152694,51321,Story & Art
23947,3250,Story
10317,2426,Story & Art
41237,18285,Story
41237,18287,Art
1823,3193,Story & Art
133493,53710,Story & Art
176,2004,Story
176,6247,Art
1618,2686,Art
1618,7265,Story
111279,31915,Story
111279,49359,Art
111279,49361,Art
99725,39490,Story & Art
322,1959,Story & Art
24619,11813,Story
24619,22689,Art
119656,22667,Art
119656,49552,Story
7837,5789,Story & Art
1452,2099,Story & Art
81233,14105,Story & Art
134324,54400,Story & Art
8482,4525,Story & Art
90358,3438,Story & Art
122397,3703,Story & Art
2887,1941,Story & Art
47102,2785,Story & Art
24839,3160,Story & Art
15396,8622,Story & Art
13368,7471,Story
13368,7472,Art
10400,2549,Story & Art
119293,3931,Story & Art
1229,1919,Story & Art
111135,42178,Story & Art
53609,11973,Story & Art
14152,8372,Story
14152,21861,Art
5366,4563,Story & Art
10349,6282,Story
10349,20851,Art
6923,2542,Story & Art
1240,2095,Story & Art
142042,49205,Story & Art
5469,3384,Story & Art
38163,2871,Story & Art
120577,39490,Story & Art
2381,2212,Story & Art
98179,12781,Story & Art
103622,2360,Story & Art
10326,5736,Story & Art
4654,3365,Story & Art
151483,60958,Story
151483,60959,Art
5360,3386,Story & Art
10817,3025,Story & Art
113178,41586,Story
113178,48934,Art
91754,2660,Story & Art
423,2096,Story
423,2398,Story & Art
35819,16437,Story & Art
17201,8758,Story & Art
17201,10558,Story
26570,12821,Art
26570,12823,Story
2112,3253,Story & Art
12070,6325,Story
6025,2647,Story & Art
125732,49839,Story
125732,52187,Art
147957,29325,Story & Art
147532,58443,Story
147532,58444,Art
8442,1940,Story & Art
3545,2532,Story & Art
103798,12266,Story & Art
81151,4931,Art
123037,50123,Story & Art
3434,3642,Story & Art
23208,13163,Story & Art
37499,6553,Story & Art
140102,33643,Story & Art
104690,40356,Story
104690,44334,Art
841,2212,Story & Art
2949,3456,Story
2949,3457,Art
78,1935,Story & Art
51661,22603,Art
51661,22605,Story
104894,16515,Story & Art
4250,4268,Story & Art
112903,3560,Story & Art
112903,10485,Story & Art
112903,15537,Story & Art
112903,30661,Story & Art
112903,34151,Story & Art
112903,36842,Story & Art
112903,37257,Story & Art
112903,47000,Story & Art
112903,48136,Story & Art
112903,48233,Story & Art
112903,48235,Story & Art
112903,48756,Story & Art
112903,49202,Story & Art
112903,49838,Story & Art
112903,50058,Story & Art
112903,50726,Story & Art
96643,11008,Art
96643,40356,Story
175,2003,Story
175,4549,Art
147672,58539,Story & Art
91154,2518,Art
91154,38494,Story
17411,9559,Story & Art
17307,2843,Story & Art
65647,24909,Story & Art
13657,2625,Story & Art
11643,19219,Story & Art
5072,3749,Art
5072,4960,Story
97643,31991,Story
97643,34867,Art
21566,11024,Story & Art
1451,2099,Story & Art
58245,2410,Story & Art
115067,11467,Art
115067,48190,Story
87175,15537,Story & Art
40415,2432,Story & Art
60089,8025,Story & Art
146794,57868,Story
146794,57869,Art
16872,8826,Story
53653,2553,Story & Art
94251,4314,Story & Art
57295,18199,Story & Art
61819,27197,Story & Art
19135,2266,Story
19135,22861,Art
128638,48779,Story & Art
99630,41736,Story & Art
17606,1900,Art
17606,10684,Story
92759,39490,Story & Art
103003,2390,Story & Art
23091,3799,Story & Art
780,2582,Story
780,3264,Story & Art
3665,4207,Story & Art
130524,35197,Art
130524,36301,Story
1311,2794,Story & Art
47204,1891,Art
47204,8462,Story
134072,49950,Story & Art
72857,18125,Story & Art
148743,59913,Story
148743,59914,Art
36595,16947,Story & Art
125770,11466,Story
125770,52663,Art
17372,3719,Story & Art
4623,3836,Story & Art
11295,2183,Story & Art
52135,16985,Story & Art
57465,3380,Story & Art
6228,4901,Story & Art
10059,5498,Story & Art
126932,4083,Story & Art
18565,6543,Story & Art
129370,1880,Story & Art
20257,4480,Story & Art
131475,52839,Story & Art
995,2794,Story & Art
142721,56160,Story
142721,56161,Art
49521,21869,Story & Art
13587,7554,Story & Art
146207,57509,Story & Art
117884,42199,Story
117884,50369,Art
90498,17441,Story & Art
967,2026,Story
967,2775,Art
114279,36303,Art
114279,49882,Story
87986,36935,Story & Art
5130,2534,Art
5130,4475,Story
121595,3419,Story & Art
3758,2176,Story & Art
3758,3079,Story & Art
3758,3303,Story & Art
3758,3429,Story & Art
3758,3442,Story & Art
3758,3557,Story & Art
3758,4444,Story & Art
3758,4834,Story & Art
3758,4860,Story & Art
3758,5460,Story & Art
3758,5715,Story & Art
3758,6413,Story & Art
3758,6594,Story & Art
3758,7205,Story & Art
3758,7652,Story & Art
3758,8986,Story & Art
3758,9836,Story & Art
3758,10402,Story & Art
3758,10403,Story & Art
3758,10404,Story & Art
3758,10405,Story & Art
3758,10485,Story & Art
3758,10488,Story & Art
3758,10583,Story & Art
3758,11113,Story & Art
3758,12807,Story & Art
3758,15537,Story & Art
3758,20176,Story & Art
3758,27959,Story & Art
3758,28895,Story & Art
3758,36842,Story & Art
56101,10281,Story & Art
1300,7388,Story & Art
2129,2273,Story & Art
20561,36772,Story & Art
21371,2229,Story
21371,10951,Art
21452,3491,Story & Art
129723,26027,Story & Art
111323,47361,Story & Art
120881,43229,Story & Art
13619,3611,Story & Art
4219,1922,Story & Art
121461,50100,Story
121461,50101,Art
124102,23519,Story & Art
3360,2306,Story & Art
9245,1938,Story & Art
22882,1903,Art
22882,2587,Story
39429,17585,Story & Art
21040,5857,Story & Art
151815,2657,Story & Art
10831,2276,Story & Art
16036,6818,Story & Art
108329,47860,Story & Art
148454,59155,Story
148454,59156,Art
5314,3655,Story & Art
44279,6472,Story & Art
5674,2429,Story
5674,4109,Art
2947,6544,Story & Art
1690,1967,Story
1690,3315,Story & Art
1690,9015,Art
1690,12414,Story
12525,3305,Story & Art
113958,34935,Art
113958,48204,Story
10668,6428,Story & Art
22745,1880,Story & Art
22745,12592,Story
3160,3540,Story & Art
5996,3033,Story & Art
100011,39504,Art
100011,41729,Story
130639,51162,Story & Art
20310,6469,Story & Art
120974,49794,Story & Art
39327,11752,Story
39327,17575,Art
23550,11813,Story
23550,24055,Art
99039,35991,Art
99039,41430,Story
11582,2253,Story & Art
100112,35939,Story & Art
32363,3305,Story & Art
147779,51067,Art
147779,58643,Story
482,2442,Story & Art
6078,2302,Story & Art
151053,59749,Story
151053,60777,Art
149163,59655,Story
149163,59656,Art
78959,34051,Art
78959,34053,Story
5339,2013,Story & Art
16256,16885,Story & Art
115882,46763,Story & Art
145605,57386,Story & Art
1619,2339,Art
1619,7265,Story
41035,7620,Story & Art
95195,11242,Story & Art
143339,3497,Story & Art
5536,3658,Story & Art
31053,3687,Story & Art
79943,34369,Story & Art
101575,30489,Story & Art
154454,17951,Art
154454,58525,Story
13345,6941,Story & Art
2068,2625,Story & Art
155629,33643,Story & Art
119440,30763,Story & Art
11391,3891,Story & Art
47060,5352,Story & Art
90008,37887,Story & Art
2550,3306,Story & Art
93301,6862,Story & Art
93301,11177,Story & Art
4076,2688,Story & Art
5000,3560,Story & Art
2305,2161,Story & Art
127624,9400,Story & Art
4480,4027,Story & Art
1573,2532,Story & Art
1573,3083,Story
82123,34943,Story & Art
104555,30673,Story & Art
12090,7653,Story & Art
1063,2650,Story & Art
81079,21857,Story & Art
460,2336,Story & Art
8235,17889,Story
8235,17893,Art
4539,2740,Story & Art
133567,3438,Story & Art
46542,1932,Art
46542,9963,Story
74701,32677,Story
74701,32679,Art
19739,3340,Story & Art
7379,4142,Story & Art
121553,49533,Story & Art
3356,2036,Story & Art
144630,56882,Story
144630,56883,Art
134870,21993,Art
134870,53893,Story
20885,8962,Story & Art
37953,5336,Story & Art
25097,8255,Story
25097,19537,Art
112087,49263,Story & Art
3732,2608,Story & Art
128164,52646,Story & Art
23604,10558,Story
23604,24497,Art
25627,10719,Story & Art
7280,5342,Story & Art
137,1967,Story
137,2566,Art
29553,13769,Story & Art
140604,54159,Story & Art
92332,9477,Story
92332,11350,Art
127772,6553,Story & Art
127772,11106,Story & Art
127772,15075,Story & Art
127772,16265,Story & Art
127772,19801,Story & Art
127772,23359,Story & Art
127772,23483,Story & Art
127772,27743,Story & Art
127772,30241,Story & Art
127772,43595,Story & Art
127772,44355,Story & Art
127772,44456,Story & Art
127772,44783,Story & Art
127772,45160,Story & Art
127772,45552,Story & Art
127772,48343,Story & Art
127772,48995,Story & Art
127772,49071,Story & Art
127772,49504,Story & Art
127772,49593,Story & Art
127772,51200,Story & Art
127772,51992,Story & Art
111540,42767,Story & Art
148477,58419,Story
148477,59269,Art
148477,59270,Art
147945,58781,Story
147945,58782,Art
95414,2174,Story & Art
1796,3184,Story & Art
102653,35855,Story
102653,42433,Art
123189,50170,Story & Art
76835,33423,Story & Art
489,2304,Story & Art
22928,2956,Story
22928,2957,Art
147397,29325,Story & Art
130744,41860,Art
130744,49886,Art
130744,52601,Story
103953,40594,Art
103953,43522,Story
28103,8052,Art
28103,18635,Story
3909,4035,Story & Art
86857,2558,Story & Art
17461,9588,Story
17461,9589,Art
5254,4513,Story & Art
92288,34943,Story & Art
3159,3543,Story & Art
114086,30777,Art
114086,51189,Story
123027,2948,Story
123027,23513,Art
102636,44379,Story
102636,44380,Art
24765,12021,Story
24765,12022,Art
101986,2812,Story & Art
3054,2677,Story & Art
109773,13041,Story & Art
29879,7597,Story & Art
12577,7583,Story
12577,7584,Art
146253,56101,Story & Art
41925,18551,Story & Art
82837,35557,Story & Art
1387,2991,Story & Art
138802,54899,Story & Art
56507,13135,Story
56507,24371,Art
62217,18153,Story
62217,19261,Art
4256,1896,Story & Art
20063,5583,Story & Art
102750,6086,Story
102750,18347,Story & Art
132912,5215,Story & Art
3256,3581,Story & Art
11867,5715,Story & Art
10373,2608,Story & Art
3447,3775,Story & Art
25149,12192,Story & Art
13495,2019,Art
13495,2032,Story
8254,3805,Story & Art
5470,3988,Story & Art
8973,2625,Story & Art
123680,51087,Story & Art
18054,3087,Story & Art
17647,5371,Story & Art
78065,16293,Story & Art
125785,25385,Story & Art
109572,3682,Story & Art
10811,3966,Story & Art
90153,38232,Story & Art
125530,13289,Art
125530,51295,Story
41325,1914,Story & Art
34029,3490,Story & Art
36013,16515,Story & Art
46814,6941,Story & Art
116772,24371,Art
116772,43285,Story
24633,10666,Story & Art
8509,3355,Story & Art
128090,57851,Story & Art
48369,19201,Art
48369,22023,Story
84675,9380,Story & Art
70827,30827,Story & Art
31757,3774,Story & Art
136177,54129,Story & Art
5587,2783,Story & Art
37405,11466,Story & Art
9053,2299,Story
9053,4629,Art
1624,3118,Story & Art
28595,2640,Story & Art
1874,1945,Story & Art
1637,2532,Story & Art
100217,16705,Story & Art
2718,3367,Story & Art
4585,3815,Story & Art
84933,3170,Story
84933,36381,Story & Art
123450,45552,Story & Art
739,2570,Story & Art
13849,2867,Story & Art
1598,2379,Story & Art
77509,11645,Story & Art
119634,2312,Story & Art
95230,11228,Story & Art
121000,14005,Art
121000,39651,Story
844,1891,Story & Art
111603,24379,Story
111603,49951,Art
67481,3243,Story & Art
3917,2682,Story & Art
96637,31875,Story & Art
5078,3013,Story & Art
14435,22891,Story & Art
113224,10721,Story & Art
111477,16259,Story & Art
126292,42156,Story & Art
33671,12639,Story
33671,21297,Art
34571,18681,Art
34571,19209,Story
49143,3102,Story & Art
54713,2516,Story & Art
36135,1916,Story & Art
122869,21291,Story & Art
1430,3011,Story & Art
147769,18787,Story & Art
24653,10394,Story & Art
131763,22741,Art
131763,53092,Story
65813,12266,Story & Art
10276,2603,Story & Art
1269,4040,Story & Art
1269,4355,Story & Art
12386,4031,Story & Art
148432,59153,Story
148432,59154,Art
76369,23511,Story
76369,33147,Art
76369,33149,Story
85977,3463,Story & Art
7872,3886,Story & Art
8416,2235,Story & Art
95537,35917,Story & Art
131170,42178,Story & Art
67495,3655,Story & Art
146945,59125,Story & Art
111834,24821,Story & Art
119916,37887,Story & Art
111292,27331,Story & Art
2932,3013,Story & Art
56833,9371,Story & Art
816,2617,Story & Art
2747,3373,Story & Art
115933,9834,Story & Art
73457,2302,Story & Art
68573,29773,Story
68573,29775,Art
97034,34943,Story & Art
5270,2013,Story & Art
9264,2406,Story
128367,52471,Story & Art
35799,12093,Story & Art
5334,2608,Story & Art
1836,2534,Story & Art
95336,6764,Story & Art
507,2462,Story & Art
108642,45421,Story & Art
624,2547,Story & Art
95210,4529,Art
95210,37509,Story
11509,10566,Story & Art
123092,23259,Art
123092,27591,Story
70245,30763,Story & Art
88537,37797,Story & Art
52175,22647,Story & Art
140330,27743,Story & Art
17720,2185,Story & Art
20811,7386,Story & Art
48215,4171,Story & Art
3084,3494,Story & Art
107104,20727,Story & Art
1143,2421,Story
1143,2886,Art
24302,2269,Story & Art
142457,43675,Story & Art
120492,51119,Story & Art
2466,3294,Story & Art
149299,57948,Art
149299,59745,Story
2063,2625,Story & Art
122777,37180,Art
122777,41762,Story
10998,6568,Story & Art
5905,3365,Story & Art
146015,2521,Story & Art
150549,60572,Story
150549,60573,Art
5313,2115,Story & Art
5313,3188,Story & Art
5313,3886,Story & Art
5313,4219,Story & Art
5313,4292,Story & Art
5313,4548,Story & Art
1428,2662,Story & Art
13734,2235,Story & Art
1748,3452,Story & Art
130629,49926,Art
130629,52464,Story
12897,3832,Story & Art
127138,52508,Story & Art
8590,3494,Story & Art
147322,58338,Story
147322,58339,Art
12160,4691,Story & Art
73575,25227,Story & Art
3237,4236,Art
3237,6338,Story
93929,38565,Story & Art
86648,36951,Story & Art
2647,3340,Story & Art
1734,2600,Story & Art
133833,54537,Story & Art
111386,41786,Story & Art
120449,30811,Story
120449,41581,Art
1626,2716,Story & Art
13634,3879,Story & Art
109331,43229,Story & Art
11090,2584,Story & Art
98821,35761,Story
98821,41550,Art
98396,24217,Story & Art
11878,2625,Story & Art
8889,8495,Story & Art
152039,61266,Story
152039,61267,Art
16625,4614,Story & Art
25700,7757,Story & Art
118788,49571,Story & Art
110,1883,Story & Art
5864,2548,Story & Art
48473,21105,Story & Art
11015,4491,Story & Art
15586,3895,Story & Art
4372,4040,Story & Art
11112,2532,Story & Art
130486,22709,Story & Art
13745,7614,Story & Art
65639,4093,Art
65639,19049,Story
133650,54498,Story
133650,54499,Art
26771,9911,Story
26771,16351,Art
117331,1938,Story
117331,2257,Story & Art
132519,52179,Story & Art
19110,10054,Story & Art
7154,3072,Story & Art
11838,2124,Story & Art
147843,58696,Story
147843,58697,Art
19672,28587,Story & Art
114624,49332,Story & Art
127765,58058,Story
127765,58059,Art
148615,59752,Story
148615,59753,Art
106785,41177,Story
106785,45239,Art
99982,12002,Story & Art
107118,9352,Art
107118,39297,Story
107118,47352,Art
3310,3598,Story & Art
19285,10361,Art
19285,15797,Story
55537,18107,Story & Art
26330,8803,Story & Art
12032,2640,Story & Art
55301,4888,Story & Art
55301,12744,Story
37585,6539,Story & Art
15018,2197,Story
15018,2337,Story
15018,4098,Story & Art
672,2557,Story & Art
5593,5606,Story & Art
21858,6902,Story & Art
100790,12338,Story
48265,15513,Story
48265,21075,Art
86156,11807,Story & Art
52233,12209,Story & Art
9844,4818,Story & Art
99914,5471,Story & Art
10409,6341,Story & Art
51313,22235,Art
51313,22237,Story
133362,55105,Story & Art
61963,11437,Story
61963,26087,Art
91147,34747,Art
91147,39263,Story
34173,2124,Story & Art
2065,2625,Story & Art
7270,4152,Story & Art
96566,5613,Story & Art
147450,58417,Story
147450,58418,Art
15311,3373,Story & Art
1972,2211,Story & Art
3583,1945,Story & Art
14703,2287,Story & Art
114642,6878,Story & Art
88590,11938,Story & Art
133988,14013,Story
133988,21081,Art
54697,1882,Story & Art
6957,2552,Story & Art
7465,2073,Story & Art
13922,7904,Story & Art
1985,3037,Story & Art
19968,8758,Story & Art
19968,10558,Story
279,2268,Art
279,28001,Story
51815,18037,Art
51815,20715,Story
126880,40138,Story & Art
8636,2496,Story & Art
42695,5811,Story & Art
29659,13811,Story & Art
110615,10907,Art
110615,37840,Story
70473,11437,Story
70473,30779,Art
66509,3446,Story & Art
70621,10405,Story & Art
131570,37391,Art
131570,39013,Story
59913,22171,Story & Art
32937,15523,Story & Art
140170,55266,Story & Art
72989,8615,Story
72989,24493,Art
19156,2585,Story & Art
136683,47280,Story & Art
6132,1913,Story
6132,4887,Art
5020,3348,Story & Art
949,1945,Story & Art
30931,14311,Story & Art
120855,24923,Art
120855,46461,Story
5390,2884,Art
5390,2885,Story
5390,9064,Art
29651,13803,Story
29651,13805,Art
12239,7077,Story
12239,14389,Art
5132,4481,Story & Art
5701,1995,Story & Art
