manga_id,author_id,role
109554,35301,Story
109745,8208,Story & Art
134857,52548,Story
134857,53876,Art
149595,47464,Story
149595,59969,Art
149595,59970,Art
149595,59971,Art
149595,59972,Art
150229,60290,Story
150229,60291,Art
151503,62124,Story
151503,62125,Art
151518,62532,Story & Art
152423,61438,Story & Art
2497,2282,Story & Art
3733,3723,Story & Art
7182,4171,Story & Art
9164,3012,Story & Art
9186,1960,Story & Art
10406,3053,Story & Art
12947,2912,Story & Art
13365,5156,Art
13365,7545,Story
20354,3839,Art
20354,10010,Story
21196,4899,Story & Art
22237,10974,Story & Art
28267,2907,Story & Art
28689,1999,Story & Art
32577,15029,Story & Art
34595,8640,Story & Art
35735,3283,Story & Art
37135,4657,Story & Art
39029,17309,Story & Art
39413,3471,Story & Art
39895,17691,Story & Art
41665,4735,Story & Art
42017,14681,Story & Art
42901,3283,Story & Art
44557,19381,Art
44557,19383,Story
44791,19655,Story & Art
51883,12466,Story & Art
52883,17935,Story & Art
55673,18899,Story & Art
70843,30955,Story & Art
71595,6788,Story & Art
75765,5734,Story & Art
77351,15977,Story & Art
79999,2938,Art
79999,34323,Story
86062,36772,Story & Art
86509,13815,Story & Art
86509,14123,Story & Art
86509,14431,Story & Art
86509,34277,Story & Art
86509,36916,Story & Art
86551,36912,Story & Art
89392,4960,Story
89392,22597,Story
89392,30313,Art
91133,18295,Story
91133,18297,Art
91244,28935,Story & Art
92756,3611,Story & Art
92904,4247,Story & Art
94168,15967,Story & Art
96117,2362,Story & Art
96713,17947,Story & Art
101555,2416,Story & Art
105223,44500,Story & Art
106516,51753,Story & Art
112142,36926,Story & Art
112488,12089,Story & Art
113243,3655,Story & Art
113441,8962,Story & Art
118092,50655,Story & Art
118203,47088,Story & Art
125513,51084,Story & Art
127281,18935,Story & Art
127855,53600,Story
127855,53601,Art
129688,52541,Story & Art
140033,50180,Story & Art
140171,50089,Story & Art
150716,56058,Story
150716,60583,Art
151123,22623,Story & Art
157697,38583,Story & Art
124484,49265,Story & Art
89398,5190,Story
89398,38135,Art
108012,20152,Story & Art
108012,38217,Story & Art
4798,1917,Story & Art
12473,2479,Story & Art
88625,2665,Story & Art
88625,4809,Story & Art
88625,5597,Story & Art
88625,11194,Story & Art
88625,12541,Story & Art
88625,13095,Story & Art
88625,18751,Story & Art
88625,21081,Story & Art
88625,22309,Story & Art
88625,29397,Story & Art
88625,31879,Story & Art
12265,2435,Story & Art
23799,5025,Art
39749,4053,Story & Art
40675,3947,Story & Art
43829,3283,Story & Art
51819,3170,Story
51819,23387,Art
57025,4169,Story
57025,18533,Art
64629,2753,Story & Art
83105,35615,Story & Art
86819,14141,Story & Art
98361,13209,Art
98361,40999,Story
105392,44605,Story & Art
121081,2869,Art
121081,14561,Story
127547,12511,Story & Art
131659,49779,Story
131659,57940,Art
133785,49842,Art
133785,54438,Story
134474,38533,Story & Art
137115,54399,Story & Art
137335,54412,Story & Art
146454,7371,Story & Art
3787,2960,Story & Art
7006,5049,Story
7006,5184,Story
7006,25293,Art
9137,30167,Art
14244,4098,Story & Art
14437,7175,Story & Art
14971,6491,Story & Art
25523,12360,Story & Art
26226,13879,Story & Art
29153,5415,Story & Art
31677,14617,Story & Art
32583,15033,Story & Art
34041,4960,Story
36149,9169,Story & Art
38421,13003,Story & Art
38565,17431,Story & Art
39001,15909,Story & Art
39017,12469,Story & Art
42151,33963,Story & Art
52631,15417,Story & Art
55637,23077,Story & Art
55709,8547,Story & Art
55827,18169,Art
55827,24015,Story
56039,15705,Story & Art
57883,25103,Story & Art
64899,31071,Story & Art
66533,23269,Story & Art
69577,27315,Story & Art
72531,6590,Story & Art
72531,8726,Story & Art
73911,2341,Story & Art
74547,11042,Story & Art
77311,13889,Story & Art
78455,27755,Story & Art
82199,1820,Story & Art
85887,2138,Art
85887,2797,Story
85887,6739,Art
86444,3774,Story & Art
90130,11145,Story & Art
90434,1938,Story & Art
91220,17265,Story & Art
92725,2626,Story & Art
93013,39098,Story & Art
94470,9050,Story & Art
96475,40257,Story
96475,40258,Art
97158,2390,Story & Art
97791,2625,Story & Art
103532,43211,Story & Art
105550,30461,Story & Art
109011,6705,Art
109011,46504,Story
109262,9655,Story & Art
111083,2650,Story & Art
111383,2378,Story & Art
112023,34077,Story & Art
125547,18271,Story
125547,25587,Art
128467,52523,Story & Art
129981,52128,Story & Art
132265,35859,Story & Art
134369,4472,Story & Art
135469,50452,Story & Art
137754,2232,Story & Art
140054,16375,Art
140054,56731,Story
140080,55694,Story & Art
143060,3412,Story & Art
143398,55174,Story & Art
145537,57689,Story & Art
148320,58138,Story
148320,60326,Art
151106,15715,Story & Art
151173,44335,Art
151173,51137,Story
156510,9834,Story & Art
122309,3940,Story
122309,12651,Art
9853,11062,Story & Art
50219,8423,Story
50219,8424,Art
135197,22699,Story & Art
141699,54434,Story & Art
11432,4539,Story & Art
16655,8980,Story
16655,8981,Art
35809,14097,Story & Art
53699,12266,Story & Art
76581,4423,Art
76581,33245,Story
76581,33247,Story
77399,13881,Art
77399,14473,Story
77399,33525,Story
15063,3936,Story & Art
16803,9063,Story & Art
17293,4898,Story & Art
23013,3628,Story & Art
23302,5693,Story & Art
38655,17413,Story & Art
40633,13059,Story & Art
50945,3679,Story & Art
53587,6263,Story & Art
55957,17471,Story & Art
58279,23269,Story & Art
63977,28067,Story & Art
64707,13219,Story & Art
67371,25523,Art
67371,29305,Story
77347,31317,Story & Art
79463,29785,Art
79463,30223,Story
79463,30267,Story
81065,3030,Story & Art
92084,14623,Story & Art
99872,34277,Story & Art
107194,37296,Story & Art
113299,19137,Story & Art
116645,50911,Story & Art
121662,1964,Story & Art
130933,12881,Story & Art
132435,53269,Story & Art
150058,60843,Story & Art
156249,53312,Story
156249,64705,Art
5378,4558,Story & Art
7152,3739,Story & Art
9063,3061,Story & Art
10626,2441,Story & Art
12234,4595,Story & Art
12696,8721,Story & Art
15972,1927,Story & Art
17179,9227,Story & Art
17273,2337,Story
17273,4994,Art
19361,22759,Story & Art
20035,10498,Story & Art
22499,3401,Story & Art
25390,12336,Story & Art
26478,4851,Story & Art
29527,13753,Story & Art
33855,15529,Story & Art
38823,2985,Story & Art
42445,2197,Story
42445,2337,Story
42445,18713,Art
44653,2549,Story & Art
53277,23089,Story & Art
53827,23005,Story & Art
55493,2981,Art
55493,3134,Story
58989,3785,Story & Art
58989,5557,Story & Art
58989,8511,Story & Art
58989,9565,Story & Art
58989,25565,Story & Art
60731,23115,Story & Art
63553,19495,Story & Art
68013,1922,Story & Art
70703,30885,Story & Art
71315,10499,Story & Art
78429,25407,Story & Art
82547,3262,Story & Art
82983,27107,Story
82983,34463,Art
84361,36047,Story & Art
86956,17535,Story & Art
87529,19825,Story & Art
87869,11741,Story & Art
88193,37040,Story & Art
88202,22395,Story & Art
88810,17937,Story & Art
92488,5729,Story & Art
94397,5985,Story & Art
97636,36703,Story & Art
100019,39709,Story & Art
100497,3774,Story & Art
106914,36994,Story & Art
106935,45295,Story & Art
107220,11172,Art
107220,37051,Story
110251,16381,Art
110251,40663,Story
112127,5372,Story
112127,44442,Art
115153,2333,Story & Art
115726,37911,Story & Art
116550,22971,Story & Art
120474,51342,Story & Art
120474,51343,Story & Art
121924,2555,Story & Art
123492,52251,Story & Art
123705,46630,Story & Art
123840,7370,Story & Art
129314,5471,Story & Art
134606,3708,Story & Art
134606,25133,Story & Art
134606,50555,Story & Art
134606,54685,Story & Art
136237,43452,Story
136237,54155,Art
136365,17313,Art
136365,41837,Story
142816,41819,Story & Art
144481,56288,Story & Art
148545,37331,Story & Art
149427,59853,Story
149427,59854,Art
155309,54063,Story & Art
155497,63988,Story & Art
155984,64212,Story & Art
159098,65836,Story
159098,65837,Art
124117,39041,Story & Art
21264,23121,Story & Art
39989,17709,Story & Art
67365,26373,Art
67365,29157,Story
68005,23369,Art
68005,29517,Story
92749,3667,Story & Art
23640,2225,Story & Art
57533,25061,Story
57533,25077,Art
64283,14665,Story & Art
74983,14473,Story
74983,26935,Story
74983,32739,Art
87923,37898,Story & Art
132794,17275,Story & Art
144587,54526,Art
144587,55553,Story
150167,60487,Story & Art
8672,1961,Story & Art
8894,2527,Story & Art
9177,3052,Art
9177,3252,Story
19970,10485,Story & Art
22981,12333,Story
22981,28039,Art
23624,6530,Story
23624,11690,Art
29037,9632,Story & Art
34021,2597,Story & Art
36121,16675,Story & Art
47316,10413,Story & Art
54815,10599,Story & Art
61687,12006,Art
61687,25589,Story
61687,25591,Story
61687,25593,Art
63009,9632,Story & Art
92892,4906,Art
92892,17823,Story
94158,10906,Story & Art
98060,6263,Story & Art
103522,2501,Story
103522,28159,Story
103522,43205,Art
137692,54612,Story & Art
147757,52566,Story & Art
148044,58894,Story & Art
149660,53271,Story & Art
7020,3012,Story & Art
8643,11316,Story & Art
10457,3422,Story & Art
12432,4898,Story & Art
15456,22749,Story
15456,22751,Art
16807,3260,Story & Art
16895,3676,Story & Art
16948,2841,Story & Art
18915,2301,Story & Art
18951,7213,Story & Art
20475,10673,Story & Art
22062,2813,Story & Art
25036,2972,Story & Art
25067,2609,Story
25940,5782,Story & Art
27605,13007,Story & Art
30323,10476,Story & Art
30523,9117,Art
30523,14399,Story
31689,14627,Story & Art
34405,11709,Story & Art
38985,17323,Story & Art
43069,17947,Story & Art
47587,1949,Story & Art
50851,2442,Story & Art
58813,13835,Story & Art
62311,17077,Story & Art
70759,2742,Story & Art
78223,9592,Story & Art
86818,37041,Story & Art
86916,3829,Story & Art
87522,3820,Story & Art
88065,14135,Story & Art
89414,33515,Story & Art
91883,25407,Story & Art
100269,22863,Story & Art
100681,25963,Art
100681,26481,Story
102292,22247,Story & Art
104516,38533,Story & Art
107828,8758,Story & Art
108108,22069,Story & Art
108808,15041,Story & Art
110978,35081,Story & Art
114291,3428,Story & Art
115762,6531,Story
115762,18637,Art
116496,50897,Story & Art
117411,32131,Story & Art
122971,51443,Story & Art
133482,59388,Story & Art
134973,50559,Story & Art
137613,39856,Story & Art
141608,39566,Story & Art
145009,50730,Story & Art
149978,60130,Story
149978,61497,Art
152231,59642,Story
152231,61418,Art
4431,4017,Story
4431,4018,Art
96855,26197,Story & Art
96855,26905,Story & Art
96855,28389,Story & Art
96855,37391,Story & Art
30169,14051,Story
30169,14053,Art
61453,26923,Story & Art
154584,42767,Story & Art
11981,6974,Story & Art
89987,28333,Story
89987,38052,Art
141228,13673,Story & Art
145984,53605,Story & Art
4796,2211,Story & Art
21122,27949,Story & Art
21891,11096,Story & Art
70359,23317,Art
70359,30707,Story
75241,19771,Story & Art
86493,8023,Story & Art
97169,13525,Story & Art
109591,3562,Story & Art
113660,48516,Story & Art
116491,5547,Story & Art
123098,40728,Story
123098,51482,Art
133189,10740,Art
133189,52570,Story
136135,13173,Story & Art
140272,55289,Art
140272,55290,Story
141895,61662,Story
141895,61663,Art
146244,49181,Story & Art
150876,46530,Story & Art
8460,13331,Story & Art
12282,20194,Art
12566,6414,Story & Art
12650,9586,Story & Art
17562,9600,Story & Art
17598,3675,Story & Art
19166,2578,Story & Art
19344,5472,Story & Art
21807,10864,Story & Art
23509,3373,Story & Art
24537,15261,Story & Art
25745,24487,Story & Art
27949,13383,Story
27949,13385,Art
31763,14659,Story & Art
32637,10498,Story & Art
33987,11205,Story & Art
35891,10636,Story & Art
38551,3531,Story & Art
38977,6961,Story & Art
43687,19139,Story & Art
45919,19819,Story & Art
47120,7653,Story & Art
50823,12192,Story & Art
53047,20218,Story & Art
53331,23033,Story & Art
67057,4668,Story
67057,26757,Story
67057,29127,Art
68321,4881,Art
68321,29563,Story
68321,29611,Story
68321,29613,Art
70887,2657,Story & Art
71003,4513,Story & Art
82937,26689,Story
82937,34401,Art
83689,2608,Story & Art
86782,2217,Story & Art
86782,5544,Story & Art
86782,7605,Story & Art
86782,8202,Story & Art
86782,10058,Story & Art
86782,10341,Story & Art
86782,16263,Story & Art
86782,19711,Story & Art
86782,29385,Story & Art
86782,37007,Story & Art
87975,10695,Story & Art
88882,37822,Story & Art
89838,19205,Story & Art
91261,27327,Story & Art
92124,30771,Story
92124,39039,Art
92769,21441,Art
92769,38952,Story
98110,3317,Story & Art
102629,6503,Story & Art
104692,3940,Story
104692,44335,Story & Art
107543,2846,Story & Art
108739,43171,Story & Art
108901,21659,Story & Art
111733,5254,Story
111733,48257,Art
112550,6790,Story & Art
118340,3747,Story
118340,38845,Art
120193,2210,Story & Art
120731,50388,Story & Art
121447,49604,Story & Art
123740,33771,Story & Art
124624,47591,Story & Art
125201,58726,Story
125201,59268,Art
129352,51814,Story
129352,51815,Art
134025,52497,Story & Art
134704,50986,Story & Art
140364,56743,Story & Art
143847,49641,Story & Art
144305,41300,Story & Art
144305,44753,Story & Art
144305,44933,Story & Art
144305,47494,Story & Art
144305,50031,Story & Art
144305,54480,Story & Art
145363,57162,Story & Art
152041,51896,Story
152041,61218,Art
152806,29019,Story & Art
159192,58542,Story
159192,65955,Art
29547,18673,Story & Art
104400,5157,Story
104400,28975,Story
104400,38982,Art
4867,3718,Story & Art
135014,53882,Story & Art
11905,6942,Story & Art
89512,9057,Story & Art
89512,13737,Story & Art
89512,14281,Story & Art
89512,17379,Story & Art
89512,17479,Story & Art
89512,21627,Story & Art
89512,23119,Story & Art
89512,23315,Story & Art
89512,28181,Story & Art
89628,25103,Story & Art
105281,32655,Story & Art
128188,54027,Story & Art
140270,49096,Story & Art
4826,3853,Story & Art
23919,7540,Story & Art
26734,37133,Story & Art
34747,15887,Story & Art
42123,8197,Story & Art
42161,2478,Story & Art
61287,10907,Art
61287,16361,Story
62319,22617,Story & Art
62793,24963,Art
62793,27551,Story
62995,27871,Story & Art
71939,31899,Story & Art
74683,25537,Story & Art
79099,34167,Story & Art
90631,16953,Story
90631,24655,Art
93128,3053,Story & Art
103579,22325,Art
103579,43223,Story
105009,4874,Art
105009,49968,Story
121525,11057,Story & Art
121525,13427,Story & Art
121525,17551,Story & Art
121525,18775,Story & Art
121525,27019,Story & Art
121525,31291,Story & Art
121525,31911,Story & Art
121525,36525,Story & Art
121525,36539,Story & Art
121525,37795,Story & Art
121525,41075,Story & Art
121525,48312,Story & Art
121525,50936,Story & Art
121525,53622,Story & Art
121525,55833,Story & Art
123234,40236,Story & Art
126273,46732,Story & Art
134584,14657,Story & Art
148638,48246,Story
148638,59279,Art
2835,3410,Story & Art
5859,4779,Story & Art
11673,6844,Story & Art
12007,2809,Story & Art
12626,3565,Art
12626,7200,Story
14819,8276,Story & Art
17391,3605,Story & Art
18829,5587,Story & Art
19429,10324,Story & Art
20819,2868,Story & Art
20938,10000,Story
21258,2193,Story
21258,3092,Story & Art
22577,17827,Story & Art
25469,4314,Story & Art
28309,11235,Story & Art
29551,13787,Story & Art
35675,4510,Story & Art
37465,4025,Story & Art
41821,7657,Story & Art
55939,13119,Art
55939,24081,Story
57203,24919,Story
57203,24921,Art
58025,2217,Story & Art
60097,6178,Story & Art
63999,23951,Story & Art
69579,12857,Story & Art
76061,22261,Story & Art
79477,15445,Story & Art
84121,25571,Story & Art
84827,17497,Story & Art
87400,19211,Story & Art
88620,32185,Story & Art
91692,23951,Story & Art
91991,13823,Story & Art
95358,6054,Story & Art
96596,7505,Story & Art
98006,12134,Story & Art
99508,17239,Story & Art
101685,18255,Story
101685,28495,Art
102430,4695,Story & Art
104433,1938,Story & Art
105737,19571,Story & Art
105737,30391,Story & Art
105737,39180,Story & Art
105737,39490,Story & Art
105737,41862,Story & Art
105737,49941,Story & Art
105737,50285,Story & Art
105737,50697,Story & Art
105867,44783,Story & Art
108841,10974,Story & Art
115648,40301,Story & Art
134212,47558,Story & Art
135262,54053,Story & Art
138044,13569,Story & Art
140953,51818,Art
140953,52504,Story
147770,58632,Story & Art
150199,60763,Story
150199,60764,Art
154345,4958,Story & Art
154777,63551,Story & Art
155525,49588,Story & Art
156425,64480,Story
156425,64481,Art
117061,22783,Story & Art
148306,59123,Story & Art
24837,21123,Story & Art
10726,4701,Story & Art
147116,58617,Story & Art
157604,18693,Story & Art
5191,6476,Art
10072,2672,Story & Art
25474,12349,Story & Art
84307,36139,Story & Art
97593,40834,Story & Art
10755,4446,Story & Art
17495,2853,Story & Art
19196,6366,Art
19196,10356,Story
21673,4691,Story & Art
38249,4973,Story & Art
45125,7586,Story & Art
50359,10054,Story & Art
73089,28731,Story
73089,32029,Art
74599,10916,Art
74599,29827,Story
74599,30681,Story
85819,36686,Art
85819,36687,Story
86481,11315,Story & Art
91314,17695,Story & Art
98788,44362,Story & Art
108098,10211,Story & Art
136710,37805,Story & Art
144498,48798,Art
144498,56844,Story
157281,39097,Story & Art
3676,11073,Story & Art
5960,2244,Story & Art
10844,2652,Story
10844,7128,Art
11233,3884,Story & Art
12819,2813,Story & Art
17752,9005,Story & Art
18333,46788,Story & Art
18350,2590,Story & Art
19394,3023,Story & Art
19414,10309,Story & Art
20972,11250,Story & Art
21411,11009,Story & Art
21427,2251,Story & Art
21636,9056,Story & Art
24894,2110,Story & Art
27911,10686,Story & Art
29597,13779,Story & Art
31675,4531,Story & Art
36225,8720,Story & Art
38733,16791,Story & Art
38917,17077,Story & Art
38981,11377,Story & Art
41877,4851,Story & Art
48869,2567,Story
48869,16441,Art
52861,22969,Story & Art
54617,10974,Story & Art
55211,19197,Art
55211,23481,Story
59781,2062,Story & Art
62651,17329,Story & Art
65725,11350,Art
65725,29349,Story
67055,7888,Story & Art
70857,30857,Story & Art
71569,15007,Story & Art
73669,30423,Story
73669,30529,Story
73669,30533,Art
74247,32477,Story & Art
74403,5813,Story & Art
79307,34133,Story & Art
81039,34753,Story & Art
82289,2015,Story
82289,4882,Art
83089,18491,Story & Art
84145,21665,Story & Art
91425,11168,Story & Art
96152,20761,Story & Art
111945,3384,Story & Art
112668,16859,Art
112668,47954,Story
114518,48696,Story & Art
117695,3687,Story & Art
121933,49081,Story & Art
125848,21605,Story & Art
133204,54414,Story & Art
137517,43376,Story & Art
140731,41555,Story & Art
144847,16573,Story
144847,49881,Art
153014,28591,Story & Art
157823,58999,Story
157823,65593,Art
127293,58056,Story & Art
15829,6068,Story & Art
111521,56087,Story & Art
114269,3708,Story & Art
114269,5701,Story & Art
114269,9743,Story & Art
114269,16343,Story & Art
114269,21291,Story & Art
114269,21905,Story & Art
114269,29743,Story & Art
114269,31965,Story & Art
114269,34107,Story & Art
114269,36291,Story & Art
114269,36509,Story & Art
114269,36537,Story & Art
114269,37106,Story & Art
114269,39734,Story & Art
114269,39930,Story & Art
114269,43201,Story & Art
114269,46974,Story & Art
114269,47367,Story & Art
114269,47584,Story & Art
114269,49343,Story & Art
114269,50672,Story & Art
114269,50936,Story & Art
11368,6744,Story
11368,6745,Art
20812,20721,Story & Art
102313,37218,Story & Art
152667,54388,Story & Art
158357,11466,Story
158357,55459,Art
30773,14255,Story & Art
54653,12983,Story
54653,23323,Art
54881,2028,Story & Art
70305,12084,Story & Art
70305,29009,Story & Art
70305,41596,Story & Art
70305,56813,Story & Art
70599,8713,Story & Art
90903,28855,Art
90903,38413,Story
92524,3233,Story & Art
95417,5207,Story
95417,21499,Art
95417,39947,Story
107997,20130,Story & Art
112231,3020,Story
112231,49737,Art
115701,49813,Story & Art
140631,48829,Story
140631,54775,Art
151253,48193,Story & Art
157024,64791,Story & Art
1645,2858,Story & Art
3297,3592,Story & Art
7418,1947,Art
7418,4594,Story
7580,5324,Story & Art
8961,22881,Story
8961,22883,Art
14375,8204,Story & Art
14394,7936,Story & Art
17757,2878,Story & Art
22220,11084,Story & Art
22372,5334,Story & Art
23579,11707,Story & Art
31717,3956,Story & Art
38939,12971,Story & Art
45543,8371,Story & Art
45837,2479,Story & Art
48247,5345,Story & Art
49389,22331,Story & Art
53233,21509,Story & Art
53973,17415,Story & Art
60335,25837,Story
60335,26217,Art
63527,15705,Story & Art
69343,30183,Story
69343,30367,Story
69343,30369,Art
69937,16387,Story & Art
72377,15761,Story & Art
84037,22955,Story & Art
87156,13819,Art
87156,28227,Story
91356,15031,Story & Art
91632,38585,Story & Art
99802,8736,Story & Art
103217,43075,Story & Art
103583,17369,Story & Art
105188,39518,Story & Art
106281,44351,Story & Art
106597,45177,Story & Art
108067,6442,Story & Art
110478,22553,Story & Art
111928,23217,Story & Art
112384,5423,Story
112384,18067,Art
112618,49623,Story & Art
120505,37190,Story & Art
130659,3122,Story & Art
133278,26289,Story & Art
133873,36934,Story & Art
136444,23073,Story & Art
138074,49996,Story & Art
138228,29417,Story & Art
140245,29455,Art
140245,36869,Story
141531,53535,Story & Art
141872,56281,Story & Art
146721,9743,Story & Art
146721,12837,Story & Art
146721,26151,Story & Art
146721,29455,Story & Art
146721,34955,Story & Art
146721,42235,Story & Art
146721,44910,Story & Art
146721,47056,Story & Art
146721,47085,Story & Art
146721,53728,Story & Art
148528,51939,Story & Art
154703,63426,Story
154703,63427,Art
158212,65347,Story
158212,65348,Art
116769,61748,Story & Art
113605,56051,Story & Art
115712,45438,Story & Art
116586,3170,Story
116586,29989,Art
126916,54632,Story & Art
56753,3169,Art
56753,24481,Story
121336,29137,Art
121336,50386,Story
138392,54747,Story & Art
21250,8448,Story
25400,5628,Story & Art
27571,12997,Story
27571,12999,Art
28151,5949,Story & Art
32555,15021,Story & Art
34915,2652,Story
34915,3337,Art
53471,23139,Story & Art
61169,27561,Story & Art
75251,12091,Story & Art
75251,14665,Story & Art
75251,17475,Story & Art
75251,18939,Story & Art
75251,25171,Story & Art
75251,32839,Story & Art
75251,34141,Story & Art
75251,42276,Story & Art
88376,7394,Art
88376,26269,Story
88376,30519,Story
89390,18295,Story
89390,18297,Art
89678,6413,Story & Art
90300,11106,Story & Art
91163,28495,Art
91163,38499,Story
95957,39915,Story & Art
97124,41697,Story & Art
98970,38252,Story & Art
99771,8953,Story & Art
103943,2908,Story & Art
104211,43915,Story & Art
104674,3540,Story & Art
104674,44352,Story
112423,23021,Story & Art
114227,2494,Story
114227,6328,Art
117693,4502,Story
117693,4994,Art
130599,52417,Story & Art
132250,36870,Story & Art
134408,15613,Story
134408,50208,Art
137966,39569,Story & Art
147854,60213,Story & Art
159606,59133,Story & Art
2092,2224,Story & Art
2412,3291,Story & Art
2688,4827,Story & Art
9833,3181,Story & Art
10904,2459,Art
15869,2873,Story & Art
18024,9808,Story & Art
20857,10812,Story & Art
22861,11396,Story & Art
23583,23773,Story & Art
24571,11207,Story & Art
28657,16857,Story & Art
30001,8720,Story & Art
30039,14145,Story & Art
30973,11026,Story & Art
32551,15017,Story & Art
38275,12151,Art
38275,16719,Story & Art
38275,16905,Story & Art
38275,17485,Story & Art
38275,22969,Story & Art
38275,27269,Story
38563,17421,Story & Art
40653,5798,Story & Art
44317,19323,Story & Art
53691,13823,Story & Art
55507,5374,Story & Art
57337,2529,Story & Art
61115,3314,Story & Art
62975,27633,Story & Art
64409,27673,Story
64409,28847,Art
64423,51941,Story & Art
65151,18497,Art
65151,28991,Story
66863,5412,Story & Art
67343,8801,Art
67343,29829,Story
70231,23937,Story & Art
71149,6263,Story & Art
72947,28265,Story
72947,31887,Art
74835,5798,Story & Art
84101,17947,Story & Art
86539,23235,Story & Art
86833,17941,Story & Art
91317,27755,Story & Art
92279,24433,Story
92279,24533,Art
96774,17983,Art
96774,40394,Story
98711,14067,Story & Art
105522,22047,Story & Art
107238,45345,Story & Art
107902,3446,Story & Art
108159,8360,Art
108159,46041,Story
109017,3318,Story & Art
111092,44799,Story & Art
113310,18273,Story & Art
113511,2185,Story & Art
123937,53656,Story & Art
124012,8562,Story & Art
131179,52707,Story & Art
131756,4150,Story
131756,28635,Story
131756,38517,Art
134651,36910,Story & Art
143258,44746,Story & Art
144055,57740,Story
144055,57754,Art
144160,41742,Story & Art
145331,14021,Story & Art
149515,59924,Story & Art
151858,54427,Story
151858,59916,Art
157102,39813,Art
157102,64932,Story
158754,65671,Story & Art
160067,66478,Art
160067,66479,Story
108427,41725,Story & Art
87318,23191,Story & Art
105106,16381,Art
105106,25311,Story
152875,47776,Story & Art
156585,53324,Story & Art
6987,17203,Story
15640,8697,Story & Art
16935,3307,Story & Art
18895,10112,Story & Art
19660,6594,Story & Art
24762,40283,Story & Art
27897,7540,Story & Art
28847,12687,Story & Art
33011,5449,Story & Art
53453,12915,Story & Art
54523,13843,Story & Art
58787,13245,Story & Art
69847,26269,Story
69847,30529,Story
69847,30531,Art
69847,30533,Art
72269,22295,Story & Art
74411,32585,Art
77377,2391,Story & Art
91364,34141,Story & Art
94263,13397,Story & Art
99890,41673,Story & Art
106237,44934,Story & Art
109503,29611,Story
109503,30223,Story
109503,37949,Art
115872,2878,Story & Art
115878,49732,Story & Art
122488,18125,Story & Art
136044,36399,Story & Art
136689,21651,Art
136689,55834,Story
143194,44865,Story & Art
150643,58096,Art
150643,60860,Story
2517,3244,Story & Art
11017,2989,Story & Art
16014,6874,Story & Art
22320,11257,Story & Art
23776,3012,Story & Art
27569,12991,Story & Art
31253,13217,Story & Art
31879,11177,Story & Art
33383,2597,Story & Art
38217,17281,Story & Art
39039,11377,Story & Art
39117,15307,Story & Art
40663,17935,Story & Art
44853,10452,Story & Art
53023,23005,Story & Art
58895,25553,Story & Art
58963,12134,Story & Art
62451,11295,Story & Art
65343,5557,Story & Art
68621,23313,Art
68621,26897,Story
68621,29563,Story
68963,25069,Art
68963,26269,Story
68963,29619,Story
73381,8642,Story & Art
77011,12002,Story & Art
87736,3611,Story & Art
89536,9057,Story & Art
91259,37801,Story & Art
91861,3020,Story
91861,3021,Art
94203,39264,Art
94203,39660,Story
96535,36974,Story & Art
97387,22071,Story & Art
100061,21291,Story & Art
102809,10070,Story & Art
102844,11323,Story & Art
110086,39877,Art
110086,46864,Story
113785,38303,Story & Art
113861,41318,Story & Art
114002,49817,Story & Art
119015,8374,Story
119015,50929,Art
125314,17577,Story
125314,51031,Art
128688,46759,Story & Art
131656,53118,Story
131656,53119,Art
134229,43579,Art
134229,53700,Story
134571,56210,Story & Art
142978,56993,Story & Art
143118,43219,Story & Art
149470,58096,Art
149470,59904,Story
150180,50289,Story & Art
152748,51009,Story & Art
152920,61477,Story & Art
155666,64087,Story
155666,64088,Art
159866,66522,Story & Art
149197,50500,Story & Art
136601,55361,Story & Art
32665,15055,Story & Art
88219,25539,Story & Art
119040,3211,Story
119040,19127,Art
156526,5389,Story
156526,24923,Art
8131,5497,Story & Art
36433,16923,Story & Art
62639,24281,Story
62639,24645,Art
88477,7568,Story & Art
116052,50073,Story & Art
123923,4589,Story & Art
123923,12919,Story & Art
123923,20152,Story & Art
123923,36912,Story & Art
123923,38548,Story & Art
123923,41375,Story & Art
123923,41554,Story & Art
123923,45559,Story & Art
123923,48831,Story & Art
123923,51421,Story & Art
128825,54318,Story & Art
131307,33605,Story
131307,45951,Art
2291,3799,Story & Art
20622,2500,Story & Art
24204,6266,Story & Art
30513,8422,Story & Art
43849,12289,Art
46554,20272,Story & Art
58579,21793,Story & Art
63809,8638,Art
63809,18165,Story
63809,27171,Story
63809,27983,Art
69667,23241,Story & Art
70027,14255,Story & Art
74853,2992,Story & Art
90259,3284,Art
90259,31143,Story
94077,39518,Story & Art
94310,3815,Story & Art
94310,9622,Story & Art
94310,10583,Story & Art
94310,12697,Story & Art
95912,39982,Story & Art
105702,44697,Story & Art
114106,12443,Story & Art
124147,10457,Story & Art
5951,2789,Story & Art
10751,6512,Story & Art
11634,3374,Story & Art
13264,7584,Story & Art
17589,4338,Story
20471,10672,Story & Art
22096,11217,Story & Art
22452,5286,Story & Art
22568,3077,Story & Art
23311,5813,Story & Art
24388,5293,Story & Art
24511,17079,Story & Art
24860,10498,Story & Art
25278,11083,Story & Art
25603,2474,Art
25603,12414,Story
30703,10407,Story & Art
32565,4926,Story & Art
32749,12907,Story & Art
36417,4818,Story & Art
36417,8642,Story & Art
36417,10361,Story & Art
