anime_id,demographic_id
185,760597dc-608b-4748-a57c-68a4a9b4f024
46569,32aca857-3a28-499d-a172-f3f1aa70b534
6114,760597dc-608b-4748-a57c-68a4a9b4f024
4081,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
467,760597dc-608b-4748-a57c-68a4a9b4f024
1604,32aca857-3a28-499d-a172-f3f1aa70b534
44,32aca857-3a28-499d-a172-f3f1aa70b534
15335,32aca857-3a28-499d-a172-f3f1aa70b534
37171,760597dc-608b-4748-a57c-68a4a9b4f024
25681,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
36296,760597dc-608b-4748-a57c-68a4a9b4f024
36949,32aca857-3a28-499d-a172-f3f1aa70b534
585,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
19647,32aca857-3a28-499d-a172-f3f1aa70b534
12531,7ad51a69-f25b-408d-aca5-6fcc6c865981
232,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
2034,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
48926,32aca857-3a28-499d-a172-f3f1aa70b534
38668,760597dc-608b-4748-a57c-68a4a9b4f024
3588,32aca857-3a28-499d-a172-f3f1aa70b534
1482,32aca857-3a28-499d-a172-f3f1aa70b534
170,32aca857-3a28-499d-a172-f3f1aa70b534
39565,32aca857-3a28-499d-a172-f3f1aa70b534
3002,760597dc-608b-4748-a57c-68a4a9b4f024
22319,760597dc-608b-4748-a57c-68a4a9b4f024
10800,7ad51a69-f25b-408d-aca5-6fcc6c865981
41389,32aca857-3a28-499d-a172-f3f1aa70b534
21939,760597dc-608b-4748-a57c-68a4a9b4f024
31478,760597dc-608b-4748-a57c-68a4a9b4f024
5300,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
9656,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
39195,32aca857-3a28-499d-a172-f3f1aa70b534
50631,32aca857-3a28-499d-a172-f3f1aa70b534
22145,32aca857-3a28-499d-a172-f3f1aa70b534
10379,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
57,32aca857-3a28-499d-a172-f3f1aa70b534
14397,7ad51a69-f25b-408d-aca5-6fcc6c865981
40911,32aca857-3a28-499d-a172-f3f1aa70b534
12859,32aca857-3a28-499d-a172-f3f1aa70b534
28297,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
268,760597dc-608b-4748-a57c-68a4a9b4f024
235,32aca857-3a28-499d-a172-f3f1aa70b534
249,32aca857-3a28-499d-a172-f3f1aa70b534
50346,32aca857-3a28-499d-a172-f3f1aa70b534
24701,760597dc-608b-4748-a57c-68a4a9b4f024
11665,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
36838,32aca857-3a28-499d-a172-f3f1aa70b534
53273,32aca857-3a28-499d-a172-f3f1aa70b534
53393,760597dc-608b-4748-a57c-68a4a9b4f024
52198,760597dc-608b-4748-a57c-68a4a9b4f024
31658,32aca857-3a28-499d-a172-f3f1aa70b534
34636,32aca857-3a28-499d-a172-f3f1aa70b534
14075,32aca857-3a28-499d-a172-f3f1aa70b534
6811,32aca857-3a28-499d-a172-f3f1aa70b534
31339,760597dc-608b-4748-a57c-68a4a9b4f024
1698,7ad51a69-f25b-408d-aca5-6fcc6c865981
12115,760597dc-608b-4748-a57c-68a4a9b4f024
38993,32aca857-3a28-499d-a172-f3f1aa70b534
801,760597dc-608b-4748-a57c-68a4a9b4f024
37491,32aca857-3a28-499d-a172-f3f1aa70b534
35120,32aca857-3a28-499d-a172-f3f1aa70b534
16706,32aca857-3a28-499d-a172-f3f1aa70b534
50612,32aca857-3a28-499d-a172-f3f1aa70b534
40956,32aca857-3a28-499d-a172-f3f1aa70b534
35843,32aca857-3a28-499d-a172-f3f1aa70b534
31173,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
5040,760597dc-608b-4748-a57c-68a4a9b4f024
9513,32aca857-3a28-499d-a172-f3f1aa70b534
18397,32aca857-3a28-499d-a172-f3f1aa70b534
4155,32aca857-3a28-499d-a172-f3f1aa70b534
16870,32aca857-3a28-499d-a172-f3f1aa70b534
48549,32aca857-3a28-499d-a172-f3f1aa70b534
28735,7ad51a69-f25b-408d-aca5-6fcc6c865981
10080,32aca857-3a28-499d-a172-f3f1aa70b534
1559,32aca857-3a28-499d-a172-f3f1aa70b534
39534,32aca857-3a28-499d-a172-f3f1aa70b534
38249,32aca857-3a28-499d-a172-f3f1aa70b534
4901,760597dc-608b-4748-a57c-68a4a9b4f024
7472,32aca857-3a28-499d-a172-f3f1aa70b534
39198,32aca857-3a28-499d-a172-f3f1aa70b534
39792,760597dc-608b-4748-a57c-68a4a9b4f024
186,760597dc-608b-4748-a57c-68a4a9b4f024
38671,32aca857-3a28-499d-a172-f3f1aa70b534
41402,32aca857-3a28-499d-a172-f3f1aa70b534
31741,32aca857-3a28-499d-a172-f3f1aa70b534
48580,32aca857-3a28-499d-a172-f3f1aa70b534
4722,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
40542,32aca857-3a28-499d-a172-f3f1aa70b534
23755,32aca857-3a28-499d-a172-f3f1aa70b534
43325,32aca857-3a28-499d-a172-f3f1aa70b534
17549,760597dc-608b-4748-a57c-68a4a9b4f024
38234,32aca857-3a28-499d-a172-f3f1aa70b534
37989,760597dc-608b-4748-a57c-68a4a9b4f024
51367,32aca857-3a28-499d-a172-f3f1aa70b534
10271,760597dc-608b-4748-a57c-68a4a9b4f024
49114,32aca857-3a28-499d-a172-f3f1aa70b534
16918,32aca857-3a28-499d-a172-f3f1aa70b534
38889,32aca857-3a28-499d-a172-f3f1aa70b534
30123,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
32902,32aca857-3a28-499d-a172-f3f1aa70b534
39940,32aca857-3a28-499d-a172-f3f1aa70b534
1818,32aca857-3a28-499d-a172-f3f1aa70b534
4898,32aca857-3a28-499d-a172-f3f1aa70b534
35222,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
38101,32aca857-3a28-499d-a172-f3f1aa70b534
40716,32aca857-3a28-499d-a172-f3f1aa70b534
552,2ba2c138-f117-4005-a1ff-c37571e6aa90
34944,760597dc-608b-4748-a57c-68a4a9b4f024
18689,32aca857-3a28-499d-a172-f3f1aa70b534
23623,760597dc-608b-4748-a57c-68a4a9b4f024
40935,32aca857-3a28-499d-a172-f3f1aa70b534
22043,32aca857-3a28-499d-a172-f3f1aa70b534
23317,32aca857-3a28-499d-a172-f3f1aa70b534
30709,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
49052,760597dc-608b-4748-a57c-68a4a9b4f024
8129,7ad51a69-f25b-408d-aca5-6fcc6c865981
18,760597dc-608b-4748-a57c-68a4a9b4f024
50330,760597dc-608b-4748-a57c-68a4a9b4f024
19363,32aca857-3a28-499d-a172-f3f1aa70b534
40059,760597dc-608b-4748-a57c-68a4a9b4f024
46352,760597dc-608b-4748-a57c-68a4a9b4f024
49721,32aca857-3a28-499d-a172-f3f1aa70b534
3702,760597dc-608b-4748-a57c-68a4a9b4f024
32983,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
24,32aca857-3a28-499d-a172-f3f1aa70b534
12445,32aca857-3a28-499d-a172-f3f1aa70b534
39486,32aca857-3a28-499d-a172-f3f1aa70b534
39196,32aca857-3a28-499d-a172-f3f1aa70b534
21995,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
36028,760597dc-608b-4748-a57c-68a4a9b4f024
52578,32aca857-3a28-499d-a172-f3f1aa70b534
31812,32aca857-3a28-499d-a172-f3f1aa70b534
7724,32aca857-3a28-499d-a172-f3f1aa70b534
25879,760597dc-608b-4748-a57c-68a4a9b4f024
34451,32aca857-3a28-499d-a172-f3f1aa70b534
40262,32aca857-3a28-499d-a172-f3f1aa70b534
51009,32aca857-3a28-499d-a172-f3f1aa70b534
30240,760597dc-608b-4748-a57c-68a4a9b4f024
35860,32aca857-3a28-499d-a172-f3f1aa70b534
861,760597dc-608b-4748-a57c-68a4a9b4f024
6033,32aca857-3a28-499d-a172-f3f1aa70b534
34591,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
264,32aca857-3a28-499d-a172-f3f1aa70b534
28927,32aca857-3a28-499d-a172-f3f1aa70b534
5682,760597dc-608b-4748-a57c-68a4a9b4f024
9863,32aca857-3a28-499d-a172-f3f1aa70b534
33095,7ad51a69-f25b-408d-aca5-6fcc6c865981
6702,32aca857-3a28-499d-a172-f3f1aa70b534
120,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
8525,32aca857-3a28-499d-a172-f3f1aa70b534
21329,760597dc-608b-4748-a57c-68a4a9b4f024
34577,32aca857-3a28-499d-a172-f3f1aa70b534
138,32aca857-3a28-499d-a172-f3f1aa70b534
30230,32aca857-3a28-499d-a172-f3f1aa70b534
10521,760597dc-608b-4748-a57c-68a4a9b4f024
12113,760597dc-608b-4748-a57c-68a4a9b4f024
154,32aca857-3a28-499d-a172-f3f1aa70b534
139,32aca857-3a28-499d-a172-f3f1aa70b534
49909,760597dc-608b-4748-a57c-68a4a9b4f024
32729,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
329,760597dc-608b-4748-a57c-68a4a9b4f024
30885,32aca857-3a28-499d-a172-f3f1aa70b534
31490,32aca857-3a28-499d-a172-f3f1aa70b534
18897,32aca857-3a28-499d-a172-f3f1aa70b534
18179,32aca857-3a28-499d-a172-f3f1aa70b534
50416,760597dc-608b-4748-a57c-68a4a9b4f024
38080,32aca857-3a28-499d-a172-f3f1aa70b534
12413,760597dc-608b-4748-a57c-68a4a9b4f024
34542,760597dc-608b-4748-a57c-68a4a9b4f024
15227,760597dc-608b-4748-a57c-68a4a9b4f024
52865,32aca857-3a28-499d-a172-f3f1aa70b534
530,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
2605,32aca857-3a28-499d-a172-f3f1aa70b534
24439,32aca857-3a28-499d-a172-f3f1aa70b534
22507,760597dc-608b-4748-a57c-68a4a9b4f024
20767,32aca857-3a28-499d-a172-f3f1aa70b534
37379,7ad51a69-f25b-408d-aca5-6fcc6c865981
137,32aca857-3a28-499d-a172-f3f1aa70b534
49709,32aca857-3a28-499d-a172-f3f1aa70b534
187,760597dc-608b-4748-a57c-68a4a9b4f024
5690,7ad51a69-f25b-408d-aca5-6fcc6c865981
50273,32aca857-3a28-499d-a172-f3f1aa70b534
40397,32aca857-3a28-499d-a172-f3f1aa70b534
13667,32aca857-3a28-499d-a172-f3f1aa70b534
846,32aca857-3a28-499d-a172-f3f1aa70b534
31704,760597dc-608b-4748-a57c-68a4a9b4f024
13331,760597dc-608b-4748-a57c-68a4a9b4f024
4477,7ad51a69-f25b-408d-aca5-6fcc6c865981
31772,760597dc-608b-4748-a57c-68a4a9b4f024
20159,2ba2c138-f117-4005-a1ff-c37571e6aa90
265,32aca857-3a28-499d-a172-f3f1aa70b534
36896,32aca857-3a28-499d-a172-f3f1aa70b534
1430,760597dc-608b-4748-a57c-68a4a9b4f024
28677,32aca857-3a28-499d-a172-f3f1aa70b534
34902,32aca857-3a28-499d-a172-f3f1aa70b534
372,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
24277,32aca857-3a28-499d-a172-f3f1aa70b534
6956,760597dc-608b-4748-a57c-68a4a9b4f024
3091,760597dc-608b-4748-a57c-68a4a9b4f024
16,7ad51a69-f25b-408d-aca5-6fcc6c865981
21877,760597dc-608b-4748-a57c-68a4a9b4f024
34134,760597dc-608b-4748-a57c-68a4a9b4f024
21405,760597dc-608b-4748-a57c-68a4a9b4f024
17389,760597dc-608b-4748-a57c-68a4a9b4f024
15059,760597dc-608b-4748-a57c-68a4a9b4f024
44931,32aca857-3a28-499d-a172-f3f1aa70b534
9919,32aca857-3a28-499d-a172-f3f1aa70b534
32542,760597dc-608b-4748-a57c-68a4a9b4f024
12431,760597dc-608b-4748-a57c-68a4a9b4f024
28957,760597dc-608b-4748-a57c-68a4a9b4f024
37141,32aca857-3a28-499d-a172-f3f1aa70b534
5530,32aca857-3a28-499d-a172-f3f1aa70b534
15,32aca857-3a28-499d-a172-f3f1aa70b534
10049,32aca857-3a28-499d-a172-f3f1aa70b534
30370,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
22199,32aca857-3a28-499d-a172-f3f1aa70b534
10029,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
26243,32aca857-3a28-499d-a172-f3f1aa70b534
10218,760597dc-608b-4748-a57c-68a4a9b4f024
528,2ba2c138-f117-4005-a1ff-c37571e6aa90
226,760597dc-608b-4748-a57c-68a4a9b4f024
28249,32aca857-3a28-499d-a172-f3f1aa70b534
39570,760597dc-608b-4748-a57c-68a4a9b4f024
322,7ad51a69-f25b-408d-aca5-6fcc6c865981
6421,32aca857-3a28-499d-a172-f3f1aa70b534
210,32aca857-3a28-499d-a172-f3f1aa70b534
5941,32aca857-3a28-499d-a172-f3f1aa70b534
35972,32aca857-3a28-499d-a172-f3f1aa70b534
24687,760597dc-608b-4748-a57c-68a4a9b4f024
48548,32aca857-3a28-499d-a172-f3f1aa70b534
2104,32aca857-3a28-499d-a172-f3f1aa70b534
48585,32aca857-3a28-499d-a172-f3f1aa70b534
18661,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
14227,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
31715,760597dc-608b-4748-a57c-68a4a9b4f024
135,32aca857-3a28-499d-a172-f3f1aa70b534
22,32aca857-3a28-499d-a172-f3f1aa70b534
1142,7ad51a69-f25b-408d-aca5-6fcc6c865981
8675,32aca857-3a28-499d-a172-f3f1aa70b534
4106,32aca857-3a28-499d-a172-f3f1aa70b534
43439,760597dc-608b-4748-a57c-68a4a9b4f024
532,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
12031,760597dc-608b-4748-a57c-68a4a9b4f024
627,32aca857-3a28-499d-a172-f3f1aa70b534
270,760597dc-608b-4748-a57c-68a4a9b4f024
1254,32aca857-3a28-499d-a172-f3f1aa70b534
20847,32aca857-3a28-499d-a172-f3f1aa70b534
39808,760597dc-608b-4748-a57c-68a4a9b4f024
32366,32aca857-3a28-499d-a172-f3f1aa70b534
54112,760597dc-608b-4748-a57c-68a4a9b4f024
1365,32aca857-3a28-499d-a172-f3f1aa70b534
33253,760597dc-608b-4748-a57c-68a4a9b4f024
31051,32aca857-3a28-499d-a172-f3f1aa70b534
33988,760597dc-608b-4748-a57c-68a4a9b4f024
50608,32aca857-3a28-499d-a172-f3f1aa70b534
50410,32aca857-3a28-499d-a172-f3f1aa70b534
50796,760597dc-608b-4748-a57c-68a4a9b4f024
2685,32aca857-3a28-499d-a172-f3f1aa70b534
10620,32aca857-3a28-499d-a172-f3f1aa70b534
5028,32aca857-3a28-499d-a172-f3f1aa70b534
52211,32aca857-3a28-499d-a172-f3f1aa70b534
22101,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
30694,32aca857-3a28-499d-a172-f3f1aa70b534
13535,32aca857-3a28-499d-a172-f3f1aa70b534
6171,32aca857-3a28-499d-a172-f3f1aa70b534
31098,32aca857-3a28-499d-a172-f3f1aa70b534
40907,32aca857-3a28-499d-a172-f3f1aa70b534
22777,32aca857-3a28-499d-a172-f3f1aa70b534
40682,760597dc-608b-4748-a57c-68a4a9b4f024
41488,32aca857-3a28-499d-a172-f3f1aa70b534
24405,32aca857-3a28-499d-a172-f3f1aa70b534
38731,32aca857-3a28-499d-a172-f3f1aa70b534
11737,32aca857-3a28-499d-a172-f3f1aa70b534
558,32aca857-3a28-499d-a172-f3f1aa70b534
7647,760597dc-608b-4748-a57c-68a4a9b4f024
27663,32aca857-3a28-499d-a172-f3f1aa70b534
50425,760597dc-608b-4748-a57c-68a4a9b4f024
430,32aca857-3a28-499d-a172-f3f1aa70b534
8247,32aca857-3a28-499d-a172-f3f1aa70b534
481,32aca857-3a28-499d-a172-f3f1aa70b534
1842,32aca857-3a28-499d-a172-f3f1aa70b534
20031,760597dc-608b-4748-a57c-68a4a9b4f024
1566,760597dc-608b-4748-a57c-68a4a9b4f024
21185,32aca857-3a28-499d-a172-f3f1aa70b534
19775,760597dc-608b-4748-a57c-68a4a9b4f024
31592,2ba2c138-f117-4005-a1ff-c37571e6aa90
37956,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
996,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
44940,32aca857-3a28-499d-a172-f3f1aa70b534
3228,32aca857-3a28-499d-a172-f3f1aa70b534
2994,32aca857-3a28-499d-a172-f3f1aa70b534
44087,32aca857-3a28-499d-a172-f3f1aa70b534
7592,32aca857-3a28-499d-a172-f3f1aa70b534
740,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
38555,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
1562,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
3470,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
9074,760597dc-608b-4748-a57c-68a4a9b4f024
41587,32aca857-3a28-499d-a172-f3f1aa70b534
49784,32aca857-3a28-499d-a172-f3f1aa70b534
43609,760597dc-608b-4748-a57c-68a4a9b4f024
7655,32aca857-3a28-499d-a172-f3f1aa70b534
60,32aca857-3a28-499d-a172-f3f1aa70b534
3226,32aca857-3a28-499d-a172-f3f1aa70b534
9130,32aca857-3a28-499d-a172-f3f1aa70b534
21327,32aca857-3a28-499d-a172-f3f1aa70b534
857,32aca857-3a28-499d-a172-f3f1aa70b534
985,32aca857-3a28-499d-a172-f3f1aa70b534
14289,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
33731,32aca857-3a28-499d-a172-f3f1aa70b534
114,32aca857-3a28-499d-a172-f3f1aa70b534
20651,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
18119,760597dc-608b-4748-a57c-68a4a9b4f024
32370,32aca857-3a28-499d-a172-f3f1aa70b534
25517,32aca857-3a28-499d-a172-f3f1aa70b534
33071,760597dc-608b-4748-a57c-68a4a9b4f024
32828,760597dc-608b-4748-a57c-68a4a9b4f024
15117,32aca857-3a28-499d-a172-f3f1aa70b534
10119,32aca857-3a28-499d-a172-f3f1aa70b534
22097,32aca857-3a28-499d-a172-f3f1aa70b534
401,32aca857-3a28-499d-a172-f3f1aa70b534
49310,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
122,2d5b9e9c-1f01-43f8-b7c4-c35baf86af84
25161,32aca857-3a28-499d-a172-f3f1aa70b534
3297,32aca857-3a28-499d-a172-f3f1aa70b534
33191,32aca857-3a28-499d-a172-f3f1aa70b534
38422,760597dc-608b-4748-a57c-68a4a9b4f024
527,2ba2c138-f117-4005-a1ff-c37571e6aa90
36990,760597dc-608b-4748-a57c-68a4a9b4f024
25183,760597dc-608b-4748-a57c-68a4a9b4f024
8740,32aca857-3a28-499d-a172-f3f1aa70b534
28755,32aca857-3a28-499d-a172-f3f1aa70b534
42940,32aca857-3a28-499d-a172-f3f1aa70b534
31580,760597dc-608b-4748-a57c-68a4a9b4f024
49782,760597dc-608b-4748-a57c-68a4a9b4f024
25303,32aca857-3a28-499d-a172-f3f1aa70b534
15323,32aca857-3a28-499d-a172-f3f1aa70b534
1364,32aca857-3a28-499d-a172-f3f1aa70b534
44200,32aca857-3a28-499d-a172-f3f1aa70b534
39555,32aca857-3a28-499d-a172-f3f1aa70b534
905,32aca857-3a28-499d-a172-f3f1aa70b534
52093,32aca857-3a28-499d-a172-f3f1aa70b534
4835,32aca857-3a28-499d-a172-f3f1aa70b534
29854,32aca857-3a28-499d-a172-f3f1aa70b534
967,32aca857-3a28-499d-a172-f3f1aa70b534
16916,32aca857-3a28-499d-a172-f3f1aa70b534
13663,32aca857-3a28-499d-a172-f3f1aa70b534
45055,32aca857-3a28-499d-a172-f3f1aa70b534
59,760597dc-608b-4748-a57c-68a4a9b4f024
37475,32aca857-3a28-499d-a172-f3f1aa70b534
781,32aca857-3a28-499d-a172-f3f1aa70b534
8407,32aca857-3a28-499d-a172-f3f1aa70b534
21469,2ba2c138-f117-4005-a1ff-c37571e6aa90
21469,32aca857-3a28-499d-a172-f3f1aa70b534
23777,32aca857-3a28-499d-a172-f3f1aa70b534
658,760597dc-608b-4748-a57c-68a4a9b4f024
27787,32aca857-3a28-499d-a172-f3f1aa70b534
24893,760597dc-608b-4748-a57c-68a4a9b4f024
451,32aca857-3a28-499d-a172-f3f1aa70b534
464,32aca857-3a28-499d-a172-f3f1aa70b534
5460,32aca857-3a28-499d-a172-f3f1aa70b534
33506,32aca857-3a28-499d-a172-f3f1aa70b534
18139,760597dc-608b-4748-a57c-68a4a9b4f024
11739,32aca857-3a28-499d-a172-f3f1aa70b534
4672,760597dc-608b-4748-a57c-68a4a9b4f024
